报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),312564,209550,88648,381465,257340,157716,65302,279005,175563,103928,36743,194835,115759,72699,30321,157149,108640,66313,27521,134451,92057,54412,22366,104877,73393,43574,18149,86503,61217,36145,14513,63565,43642,24908,39693,27284,40348,28276,
营业收入(万元),312564,209550,88648,381465,257340,157716,65302,279005,175563,103928,36743,194835,115759,72699,30321,157149,108640,66313,27521,134451,92057,54412,22366,104877,73393,43574,18149,86503,61217,36145,14513,63565,43642,24908,39693,27284,40348,28276,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
营业总成本(万元),261952,177128,73997,311540,205900,128474,54040,221135,141267,86563,32976,163304,99307,63193,27017,135793,93681,57876,24358,116504,79212,46969,19875,90233,63235,38002,16043,74081,53167,31568,12820,56010,38412,21932,35425,24787,37380,26774,
营业成本(万元),190709,129298,53793,211072,142436,86152,35040,152555,98524,59465,21230,113208,69231,43942,18778,97371,67626,41015,17181,84526,57365,34218,14633,67011,47021,28588,12016,55395,40008,24419,9646,43755,30204,17079,28044,19605,31527,21788,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
研发费用(万元),10426,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
营业税金及附加(万元),2156,1451,769,4135,2683,1795,718,3316,1538,781,370,1880,987,669,340,1117,646,455,212,883,546,282,188,708,523,310,102,594,384,202,93,371,192,121,227,135,186,119,
销售费用(万元),24875,15071,7479,32474,20773,14544,7395,26638,16296,11112,5126,25954,15269,9275,3752,19796,13398,8016,3569,16645,11719,6171,2799,12466,8694,5017,2299,10665,7825,3904,1749,5793,4149,2248,3460,2287,2676,2012,
管理费用(万元),21937,20813,8927,45427,28602,18900,8224,28598,17974,11705,5172,19760,13017,8380,4060,17312,11726,7747,3513,14833,9466,6079,2428,10822,7169,4222,1872,8117,5223,3046,1396,5526,3420,2187,3209,1813,2387,2372,
财务费用(万元),8398,5928,2450,8426,6933,4461,1533,3949,2859,1487,1132,-425,-696,-366,-120,-679,-544,-377,-192,-693,-469,-319,-202,-1370,-708,-621,-294,-1217,-415,-263,-122,349,289,166,358,312,634,215,
资产减值损失(万元),3452,4568,578,10004,4472,2624,1130,6078,4076,2013,-55,2928,1499,1293,206,876,830,1020,76,310,585,538,29,595,536,517,49,527,142,258,57,217,158,131,128,635,-31,267,
公允价值变动收益(万元),--,--,--,--,--,--,--,118,-0,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
投资收益(万元),6970,5324,--,6,6,6,6,312,940,876,724,4,4,4,4,24,4,4,--,3,3,3,5,2,2,2,2,3,3,3,3,119,2,2,561,561,-345,779,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,121,0,-67,-165,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
