报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),103785,67062,125084,88922,102830,79255,50757,
营业收入(万元),103785,67062,125084,88922,102830,79255,50757,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),91347,59234,110921,79202,94751,73980,46386,
营业成本(万元),45856,28872,59939,44160,47877,39144,31661,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1016,675,1124,686,873,616,335,
销售费用(万元),34030,22955,37163,26847,32830,24588,10077,
管理费用(万元),8890,5638,10598,6047,10749,7406,3608,
财务费用(万元),1181,821,1804,1381,2167,2031,834,
资产减值损失(万元),374,273,292,82,255,194,-129,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,18,18,3,10,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),12439,7828,14180,9737,8082,5286,4371,
营业外收入(万元),1129,1028,2383,1615,472,229,119,
营业外支出(万元),103,103,145,108,327,11,158,
非流动资产处置损失(万元),--,82,30,--,18,5,2,
利润总额(万元),13465,8753,16419,11244,8227,5504,4331,
所得税费用(万元),2617,1678,2835,2231,2187,1584,1099,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),10848,7074,13584,9013,6040,3920,3232,
归属于母公司所有者的净利润(万元),11009,7087,13735,9111,6042,4031,3299,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-162,-13,-151,-98,-2,-111,-67,
基本每股收益,0.92,0.59,1.14,0.76,0.5,--,--,
稀释每股收益,--,0.59,1.14,--,0.5,--,--,
