报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),137736,52031,231214,184013,119217,45698,183481,145980,97370,37244,162088,129765,89189,33760,153238,123432,85926,35091,142859,118925,148879,146690,
营业收入(万元),137736,52031,231214,184013,119217,45698,183481,145980,97370,37244,162088,129765,89189,33760,153238,123432,85926,35091,142859,118925,148879,146690,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),123411,47713,206509,163237,104467,40831,164070,128834,85551,33655,146846,117080,80263,31258,138113,110949,76654,32539,131553,108935,139011,134328,
营业成本(万元),112534,43177,185639,147673,94285,36579,145880,115207,76381,29680,130792,104975,72182,27966,123023,98977,68442,28748,116652,97191,125245,121665,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),431,188,925,652,292,136,891,606,398,57,795,686,421,70,644,557,376,89,690,625,416,462,
销售费用(万元),1855,891,3818,2713,1708,757,3581,2562,1657,723,3200,2310,1450,632,2901,2200,1352,581,2851,2127,2488,2337,
管理费用(万元),7854,3608,15064,10627,6764,2805,12858,9923,6469,2894,11462,8300,5524,2475,9282,7203,4592,2017,9293,7097,8614,8272,
财务费用(万元),4,-415,805,1140,796,260,413,252,133,76,519,543,189,-45,1822,1526,1204,781,1878,1420,2007,1083,
资产减值损失(万元),733,264,259,433,623,294,447,283,514,225,78,266,497,160,442,486,688,324,190,475,241,509,
公允价值变动收益(万元),-463,44,-28,-22,-10,19,415,328,238,302,-117,86,493,217,-654,-524,-918,-572,338,97,-15,-185,
投资收益(万元),372,-37,-86,-62,-40,-31,-147,6,41,77,214,170,140,-23,-86,-97,-75,46,101,86,-18,661,
对联营企业和合营企业的投资收益(万元),3,1,3,1,1,0,2,2,1,1,7,-0,-0,-0,3,2,1,1,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),14301,4344,25081,20867,14752,4854,19680,17480,12098,3969,15338,12941,9559,2696,14384,11862,8278,2027,11745,10172,9836,12838,
营业外收入(万元),59,46,125,246,211,110,354,218,129,45,919,662,560,521,278,222,101,46,727,668,198,429,
营业外支出(万元),36,18,49,18,17,1,321,162,110,46,221,199,104,40,365,212,166,47,375,222,348,527,
非流动资产处置损失(万元),--,--,--,7,7,1,144,1,1,--,10,9,--,--,17,17,17,7,92,76,56,255,
利润总额(万元),14324,4372,25158,21095,14946,4963,19713,17536,12118,3967,16036,13404,10014,3177,14297,11872,8214,2025,12096,10618,9686,12741,
所得税费用(万元),2488,839,4151,4963,3568,1230,3237,2857,1945,694,2278,1685,1554,465,2412,2719,1810,311,1973,1701,1646,2625,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11836,3533,21006,16133,11378,3733,16477,14679,10173,3273,13758,11718,8460,2711,11885,9154,6404,1715,10123,8918,8040,10115,
归属于母公司所有者的净利润(万元),11785,3535,20744,15911,11192,3673,15917,14164,9809,3140,13210,11336,8222,2678,11362,8756,6074,1601,9676,8570,7754,9818,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),52,-2,262,221,185,60,559,515,364,133,547,383,238,33,522,397,330,113,447,347,286,297,
基本每股收益,0.3,0.09,0.59,0.47,0.35,0.11,0.5,0.44,0.3,0.19,0.83,0.71,0.51,0.25,1.42,1.09,0.76,0.2,1.21,1.07,0.97,1.23,
稀释每股收益,0.3,0.09,0.59,0.47,0.35,0.11,0.5,0.44,0.3,0.19,0.82,0.71,0.51,0.25,1.42,1.09,0.76,0.2,1.21,1.07,0.97,1.23,
