报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
营业总收入(万元),104049,66290,28701,114830,55741,94068,40182,72053,58807,
营业收入(万元),104049,66290,28701,114830,55741,94068,40182,72053,58807,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),83515,53469,24114,88969,40669,75167,33993,58501,49063,
营业成本(万元),56169,35780,16286,64494,30013,55893,25947,46310,40636,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1160,722,339,844,290,831,239,445,389,
销售费用(万元),14570,9354,4248,14080,5166,9149,2814,4177,1780,
管理费用(万元),10192,6552,2675,10553,5158,9392,5164,7140,5773,
财务费用(万元),874,568,157,-1295,-175,-411,-225,32,96,
资产减值损失(万元),550,493,409,293,217,314,54,397,388,
公允价值变动收益(万元),17,-23,-40,13,11,-30,--,-8,8,
投资收益(万元),132,24,--,58,21,521,133,167,-12,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),21608,13747,4547,25932,15103,19391,6321,13710,9741,
营业外收入(万元),270,99,155,3122,399,525,206,481,355,
营业外支出(万元),120,84,11,234,89,171,97,177,102,
非流动资产处置损失(万元),54,51,2,58,--,0,--,39,--,
利润总额(万元),21757,13762,4691,28821,15413,19744,6431,14014,9994,
所得税费用(万元),3513,2209,747,4623,3104,2947,1187,1920,1454,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),18244,11553,3944,24198,12309,16797,5243,12093,8540,
归属于母公司所有者的净利润(万元),18244,11553,3944,24198,12309,16797,5243,12093,8540,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,
基本每股收益,0.54,0.35,0.12,0.72,0.37,0.5,0.7,0.36,1.14,
稀释每股收益,0.54,0.35,0.12,0.72,0.37,0.5,0.7,0.36,1.14,
