报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),15563,87965,50847,35797,12716,65081,35906,23475,8344,43625,21542,14638,6576,24923,15432,8809,3012,17767,10939,6963,3423,16527,10729,7023,14273,11325,8837,
营业收入(万元),15563,87965,50847,35797,12716,65081,35906,23475,8344,43625,21542,14638,6576,24923,15432,8809,3012,17767,10939,6963,3423,16527,10729,7023,14273,11325,8837,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),14810,77257,48137,33967,12566,57502,33320,23431,7995,39613,21384,14363,5798,21327,13453,8935,3051,16042,9905,6045,2583,12204,8002,5220,9853,7884,6768,
营业成本(万元),7215,41203,25519,19970,7372,31010,18692,13479,4802,20048,11772,6992,2337,10181,7006,4104,1472,8175,4461,2446,1071,6299,3702,2450,5588,4462,3660,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),45,354,149,67,35,158,16,9,5,15,2,1,0,2,0,0,0,11,1,1,0,53,41,44,105,68,51,
销售费用(万元),1237,7637,5299,3695,1263,6811,3529,2330,713,4108,2377,1787,964,2633,1817,1340,433,2303,1489,1033,400,1639,1136,811,1289,921,733,
管理费用(万元),6044,25587,16079,9314,3668,17507,10008,6681,2333,13617,7030,5498,2665,9056,4940,3618,1353,6258,4341,2782,1339,4473,3027,1803,2938,2445,2200,
财务费用(万元),269,555,379,210,227,710,455,288,143,-147,-253,-371,-167,-791,-577,-395,-207,-840,-615,-445,-228,-432,-130,-115,-87,19,54,
资产减值损失(万元),--,1921,712,712,--,1307,619,645,--,1972,456,456,--,245,268,268,--,135,228,228,--,173,227,227,21,-29,69,
公允价值变动收益(万元),--,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-105,-1053,184,203,-18,3390,3205,386,364,125,30,12,--,--,--,--,--,35,35,35,4,30,30,30,--,--,2,
对联营企业和合营企业的投资收益(万元),-105,-202,-79,-60,-18,512,3205,386,364,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
