报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),294278,134283,595221,456503,306280,137747,547167,408955,261999,112946,501604,381267,249598,111800,462064,353350,231847,104269,427336,328496,218961,104549,477016,358664,249308,476119,258932,487479,330255,350313,
营业收入(万元),294278,134283,595221,456503,306280,137747,547167,408955,261999,112946,501604,381267,249598,111800,462064,353350,231847,104269,427336,328496,218961,104549,477016,358664,249308,476119,258932,487479,330255,350313,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),272261,128245,567880,429369,284313,127856,498257,369078,231496,102750,480334,359821,227754,102937,424281,314668,208130,96062,389003,295487,195720,96478,452234,335215,229048,385469,185283,398213,277470,316970,
营业成本(万元),241972,109759,490981,373671,250012,112777,452301,333035,209167,88182,410043,306211,197525,89932,370126,278301,183875,83609,343656,264719,174570,85260,405484,302633,206946,344048,165898,354883,253379,271899,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2274,963,4414,3162,1970,814,3992,1781,1048,621,3669,3095,1774,371,2502,1811,1461,503,3158,2180,1214,793,3648,2342,1251,3240,1061,2955,451,413,
销售费用(万元),5871,2756,16423,11819,7756,3581,16995,12367,7987,4046,15891,11123,6916,3024,15962,10340,6064,2548,12486,7940,4789,2017,12895,8774,5662,11122,4569,11082,9653,9093,
管理费用(万元),14323,7097,28967,21721,14855,7846,28813,24572,16532,8405,33843,22779,15487,8071,29057,20074,13553,7512,29837,21134,14364,7751,26699,18743,12421,26452,12068,27718,14534,20621,
财务费用(万元),6933,7430,26691,18669,9234,2705,-2761,-591,-1495,1138,16310,15856,5368,562,5748,4134,2795,1345,-1015,-986,-68,465,2646,2465,1530,626,585,4168,3710,6392,
资产减值损失(万元),889,240,404,327,486,133,-1084,-2086,-1743,358,578,758,685,977,886,8,380,544,881,501,852,193,862,258,1239,-20,1101,-2593,-4257,8551,
公允价值变动收益(万元),1006,-317,-2461,-2664,-555,-1986,1756,-325,-434,-247,-770,-4,875,-130,-719,-1232,-1589,-949,1182,2088,1921,1314,409,282,-1118,-985,-1297,91,714,-359,
投资收益(万元),13290,3256,26777,16038,11198,2991,12895,3197,2747,152,11030,8050,6346,4516,12687,10890,8020,6073,15852,14262,8859,986,581,-2097,1665,6074,2100,13274,2922,1781,
对联营企业和合营企业的投资收益(万元),6220,2308,19904,9962,8426,1631,5330,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),37494,9431,54436,40509,32610,10896,63561,42749,32816,10101,31529,29493,29065,13248,49751,48340,30149,13331,55366,49358,34021,10371,25772,21634,20807,95738,74452,102630,56420,34766,
营业外收入(万元),293,49,478,2014,1421,796,4187,2348,1462,775,5062,2479,1436,637,5561,1871,1197,703,4697,2549,2047,1481,5493,4557,3455,11059,6523,6057,3580,14875,
