报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),17511,10789,3826,23564,15810,9559,2094,22513,14694,1012,22718,13983,8148,1930,
营业收入(万元),17511,10789,3826,23564,15810,9559,2094,22513,14694,9727,22718,13983,8148,1930,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),15808,9909,3860,19503,13068,8468,2562,18494,12498,--,18755,11022,6958,2107,
营业成本(万元),8766,5100,1919,10456,7084,4251,985,10557,7023,--,12306,4931,2382,551,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),268,103,3,270,179,95,6,351,152,--,208,187,162,38,
销售费用(万元),1845,1284,498,1813,1092,851,351,1856,1180,--,1366,1237,967,315,
管理费用(万元),4395,3145,1421,6008,4267,3007,1142,5600,3866,--,4438,4422,3392,1177,
财务费用(万元),5,-5,-8,-35,-20,-13,-8,-57,-68,--,33,61,12,-5,
资产减值损失(万元),529,282,28,991,468,277,85,186,344,--,405,183,43,31,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
投资收益(万元),260,169,41,39,37,34,15,70,71,--,43,--,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2381,1313,8,4100,2779,1125,-452,4089,2267,767,4006,2962,1190,-177,
营业外收入(万元),92,36,26,1731,1020,813,261,1660,462,--,1184,1346,928,2,
营业外支出(万元),12,5,2,17,14,10,3,29,14,--,24,24,9,2,
非流动资产处置损失(万元),6,4,2,4,3,2,1,7,2,--,2,2,1,0,
利润总额(万元),2460,1344,32,5814,3785,1928,-194,5720,2715,1051,5166,4283,2109,-177,
所得税费用(万元),420,257,52,641,418,205,-33,631,285,--,569,-97,-8,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2040,1087,-20,5173,3367,1723,-161,5089,2430,1012,4597,4380,2117,-177,
归属于母公司所有者的净利润(万元),2067,1251,109,5207,3515,1785,-119,5173,2534,1012,4644,4394,2157,-152,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,
少数股东损益(万元),-27,-164,-129,-34,-148,-62,-42,-84,-104,--,-47,-14,-39,-25,
基本每股收益,0.26,0.16,0.01,0.82,0.59,0.3,-0.02,0.86,0.42,0.17,0.77,0.88,--,--,
稀释每股收益,0.26,0.16,0.01,0.82,0.59,0.3,-0.02,0.86,0.42,--,0.77,0.88,--,--,
