报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),328984,220468,112571,399212,269714,165093,74229,194370,129530,163040,31475,150298,147705,155385,
营业收入(万元),328984,220468,112571,399212,269714,165093,74229,194370,129530,163040,31475,150298,147705,155385,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),322240,215030,109174,392363,265059,161857,72799,189499,126782,157166,30639,145981,143259,149896,
营业成本(万元),311847,208016,105555,378181,254555,154873,69698,179062,119321,148213,28467,138436,137028,143632,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),576,367,221,563,9,8,20,31,18,34,8,19,45,24,
销售费用(万元),3756,2382,1043,3927,2757,1671,598,2384,1718,2378,468,2045,1722,1808,
管理费用(万元),5485,3847,2122,7430,5938,3949,2001,5755,4078,4443,1084,3444,3065,3046,
财务费用(万元),441,241,187,1872,1422,942,482,2170,1579,2226,572,1918,1489,1221,
资产减值损失(万元),136,178,47,391,378,413,--,98,69,-128,39,119,-90,165,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),30,22,--,--,--,--,--,212,212,351,--,-549,-151,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,-549,-151,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8847,6333,3397,6849,4655,3236,1430,5083,2960,6224,836,3768,4295,5489,
营业外收入(万元),93,31,230,2106,1489,396,36,2781,1193,2103,92,2125,1807,742,
营业外支出(万元),214,195,158,329,237,107,29,181,101,204,38,165,177,174,
非流动资产处置损失(万元),47,34,--,68,10,0,--,27,4,22,0,4,0,3,
利润总额(万元),8726,6169,3470,8626,5906,3525,1437,7683,4052,8123,890,5728,5924,6056,
所得税费用(万元),75,53,10,96,86,52,26,149,80,122,20,88,110,136,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8651,6116,3460,8530,5820,3474,1411,7534,3972,8002,869,5640,5814,5920,
归属于母公司所有者的净利润(万元),8672,6041,3477,9219,6418,3834,1535,7518,4264,8169,901,5673,5786,5950,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-21,75,-17,-688,-598,-360,-124,16,-292,-167,-32,-32,28,-30,
基本每股收益,0.5,0.35,0.21,0.69,0.48,0.29,0.11,0.56,0.32,0.64,0.08,0.52,0.53,0.54,
稀释每股收益,0.5,0.35,0.21,0.69,0.48,0.29,0.11,0.56,0.32,0.64,0.08,0.52,0.53,0.54,
