报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),43481,29989,15492,57534,40052,26512,13915,46967,35551,24751,13816,46155,39455,33256,31419,25667,17271,
营业收入(万元),43481,29989,15492,57534,40052,26512,13915,46967,35551,24751,13816,46155,39455,33256,31419,25667,17271,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),36358,24870,12667,46505,32239,21426,11301,37982,28721,20162,11257,37783,33848,28961,27352,22102,15012,
营业成本(万元),31467,21645,10927,39773,27839,18401,9723,33012,25010,17595,9886,33212,29864,25727,24352,19787,13216,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),304,161,61,474,253,177,63,274,215,142,75,253,162,107,117,100,66,
销售费用(万元),1019,650,359,1213,809,546,273,1049,759,524,269,1026,953,745,664,582,376,
管理费用(万元),4031,2639,1386,4776,3369,2332,1184,3619,2641,1804,969,3185,2716,2265,2015,1542,1313,
财务费用(万元),-402,-352,-108,-204,-216,-120,-38,-96,-57,-31,-25,-6,55,40,154,33,59,
资产减值损失(万元),-62,126,42,473,186,91,96,125,153,129,83,112,97,77,50,59,-17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1577,1087,505,340,--,--,--,--,--,--,--,--,--,--,--,1,6,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8699,6205,3330,11369,7814,5086,2614,8985,6831,4589,2559,8372,5608,4295,4068,3567,2264,
营业外收入(万元),287,215,148,446,422,392,112,734,486,468,33,307,485,453,234,187,81,
营业外支出(万元),49,5,3,30,18,11,7,50,29,21,9,128,50,95,80,115,120,
非流动资产处置损失(万元),--,--,--,10,--,2,8,8,--,--,--,6,3,--,--,69,9,
利润总额(万元),8938,6414,3475,11785,8217,5467,2719,9669,7287,5036,2583,8551,6043,4653,4222,3638,2225,
所得税费用(万元),1256,951,442,1690,1190,829,397,1464,1098,760,386,1278,852,626,580,489,274,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7681,5464,3033,10095,7027,4637,2322,8206,6189,4276,2196,7274,5191,4027,3642,3149,1952,
归属于母公司所有者的净利润(万元),7320,5220,2890,9633,6722,4446,2220,7793,5906,4076,2102,6899,5099,4069,3643,3149,1948,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),361,244,143,462,305,191,102,412,283,201,95,374,92,-42,-1,--,4,
基本每股收益,0.61,0.43,0.43,1.58,1.13,0.8,0.44,1.56,1.18,0.82,0.42,1.38,1.02,0.81,0.73,0.7,0.47,
稀释每股收益,0.61,0.43,0.43,1.58,1.13,0.8,0.44,1.56,1.18,0.82,0.42,1.38,1.02,0.81,0.73,0.7,0.47,
