报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),51893,196998,135644,84320,36314,148878,104697,66902,28153,106517,74765,51442,20820,93485,65896,45223,18365,77943,60615,52131,
营业收入(万元),51893,196998,135644,84320,36314,148878,104697,66902,28153,106517,74765,51442,20820,93485,65896,45223,18365,77943,60615,52131,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),38595,147954,98256,60842,26152,111962,76578,48475,21431,77372,52147,35268,14892,64465,43671,29976,12627,52874,40512,36689,
营业成本(万元),24416,91102,63547,39997,16742,68341,47547,30564,13758,45840,31333,22456,9087,38092,26311,18747,7367,34013,26640,24703,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),372,1733,933,611,235,1133,708,422,162,937,632,429,157,1000,679,500,159,895,711,615,
销售费用(万元),8413,33206,20516,12542,6018,25325,17565,10816,4848,17259,11167,6700,3144,13896,9212,5606,2621,9657,6804,5919,
管理费用(万元),4472,18531,10034,6205,2879,14409,8742,5461,2372,10967,7057,4016,1920,9488,6048,3778,1819,7411,5595,5117,
财务费用(万元),691,1324,641,302,193,793,798,370,76,801,1009,673,397,895,703,517,297,211,703,386,
资产减值损失(万元),231,2058,2586,1186,86,1961,1218,842,216,1568,949,993,188,1094,717,827,364,687,58,-51,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),174,365,337,246,136,3389,3077,2676,2190,1087,621,304,86,280,284,151,-4,119,78,-168,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,-41,1692,1692,1677,188,314,256,51,234,256,140,-9,62,-17,-165,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13477,50800,37725,23724,10298,40304,31197,21103,8912,30232,23239,16478,6014,29300,22509,15399,5734,25188,20182,15274,
营业外收入(万元),4,29,1265,821,270,1004,564,364,141,304,154,79,2,135,72,57,3,55,389,123,
营业外支出(万元),5,665,271,97,64,1240,632,160,94,297,205,58,37,1044,566,304,50,998,645,21,
非流动资产处置损失(万元),--,--,202,30,3,108,128,43,34,66,33,28,15,440,298,262,33,125,50,20,
利润总额(万元),13476,50164,38718,24448,10504,40068,31129,21307,8958,30240,23188,16499,5979,28391,22015,15151,5687,24244,19927,15376,
所得税费用(万元),2660,9319,7056,4127,1930,7179,5554,3975,1752,5143,3808,2804,1069,5770,4413,3133,1211,4929,4106,3312,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10817,40844,31661,20321,8574,32889,25574,17332,7206,25096,19380,13695,4911,22621,17602,12018,4476,19316,15821,12065,
归属于母公司所有者的净利润(万元),10034,37413,29823,19281,8059,31202,24573,16491,6867,25104,19380,13695,4911,22621,17602,12018,4476,19316,15821,12042,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),782,3431,1839,1041,515,1687,1001,841,339,-8,--,--,--,--,--,--,--,--,--,23,
基本每股收益,0.18,0.67,0.53,0.35,0.14,0.56,0.44,0.3,0.37,1.47,1.17,0.88,0.33,1.52,1.19,0.81,0.3,1.3,1.07,0.81,
稀释每股收益,0.18,0.67,0.53,0.35,0.14,0.56,0.44,0.3,0.37,1.47,1.17,0.88,0.33,1.52,1.19,0.81,0.3,1.3,1.07,0.81,
