报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),64014,278151,198767,129254,54404,234287,164325,104190,45349,196551,132806,80143,34550,193049,139981,90246,42748,198186,146451,91369,39444,205830,157833,98160,44258,205929,146433,96012,46995,243349,190260,124986,65696,195578,146358,92319,35384,158073,110877,68596,30968,147866,108436,70574,35407,144341,106827,68479,32899,136374,100820,65127,30818,
营业收入(万元),64014,278151,198767,129254,54404,234287,164325,104190,45349,196551,132806,80143,34550,193049,139981,90246,42748,198186,146451,91369,39444,205830,157833,98160,44258,205929,146433,96012,46995,243349,190260,124986,65696,195578,146358,92319,35384,158073,110877,68596,30968,147866,108436,70574,35407,144341,106827,68479,32899,136374,100820,65127,30818,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,--,
营业总成本(万元),67796,290606,206770,136602,58950,252110,173886,110853,49659,219857,146973,91281,40654,217024,154989,99527,47433,222936,156173,94827,38084,217084,162496,102993,47786,238677,173740,116105,56092,249541,184134,118883,59613,185311,141076,89355,34922,160000,114230,71194,30939,146987,108964,70529,34192,137057,102044,64631,31195,124778,95176,61533,28550,
营业成本(万元),57936,239992,175685,117461,50762,208465,147722,93021,42080,178866,123175,75169,33202,178587,135095,86554,41321,188213,136320,82023,33117,190472,146546,93331,42425,204995,149377,99164,48850,220856,168103,105816,54967,164361,126028,80542,31069,144283,103828,64256,28564,136084,99804,63730,31246,125067,93776,59855,28850,117089,88006,56700,26461,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,
