报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
营业总收入(万元),79712,57419,37972,18713,89397,65607,43120,19429,102083,75717,50179,23559,129225,106218,66979,29755,161792,112382,66496,31363,167101,119483,75934,35080,188073,122902,77128,7002,33260,24549,15921,7472,33859,24389,16000,7678,31547,29407,18142,8060,46369,33522,21593,9079,39645,28300,17353,7512,34129,--,32112,33379,
营业收入(万元),79712,57419,37972,18713,89397,65607,43120,19429,102083,75717,50179,23559,129225,106218,66979,29755,161792,112382,66496,31363,167101,119483,75934,35080,188073,122902,77128,7002,33260,24549,15921,7472,33859,24389,16000,7678,31547,29407,18142,8060,46369,33522,21593,9079,39645,28300,17353,7512,34129,--,32112,33379,
利息收入(万元),--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业总成本(万元),113862,65827,43650,21615,134542,74510,49583,23805,122814,99569,58811,29498,179674,101812,65730,30310,141628,100526,61110,29235,140103,99276,65000,30494,165521,103583,66877,7135,31970,23139,15259,7461,31723,22851,14879,7365,43236,29052,17999,8539,42877,31640,21016,9099,36321,20606,13350,6911,28597,--,23428,24523,
营业成本(万元),55367,39747,25814,12872,63886,45588,30387,15305,76704,57524,39032,19194,91141,66567,42731,20329,93934,67863,41890,20626,99988,73514,47791,22807,119369,72985,47316,6019,27859,20079,13103,6275,26014,18902,12314,6106,23872,23203,14352,6792,34374,25511,16999,6904,28231,19709,12451,5118,21385,--,18123,19576,
利息支出(万元),--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
