报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),22567,122602,73443,55125,21086,138012,84895,65209,21736,132755,80587,61335,18230,109837,66321,51510,22814,102282,50562,34756,11797,52168,33811,17797,7325,45889,16433,39079,30131,23226,
营业收入(万元),22567,122602,73443,55125,21086,138012,84895,65209,21736,132755,80587,61335,18230,109837,66321,51510,22814,102282,50562,34756,11797,52168,33811,17797,7325,45889,16433,39079,30131,23226,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),22431,155852,66546,49029,19290,124244,75548,57447,19788,118193,70817,53824,17383,104577,63271,48940,22489,99530,48779,32877,11640,46959,31392,15455,6907,40947,14526,35149,27942,21055,
营业成本(万元),14401,87279,46609,35923,13142,100029,58044,45049,13967,94481,55603,43662,12442,83123,46958,37480,16463,75540,31970,21427,6171,28830,19090,7375,2897,29300,9324,28504,22660,16451,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,114,--,--,--,--,--,
