报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),151817,96593,41948,251874,178446,127783,23189,199107,150625,58414,93390,56302,35486,
营业收入(万元),151817,96593,41948,251874,178446,127783,23189,199107,150625,58414,93390,56302,35486,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),146134,91583,38848,236978,168735,122614,23047,185369,139651,54212,83392,50688,32964,
营业成本(万元),114288,70727,28620,190077,135955,100896,15657,146962,112153,41842,68714,41857,28433,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),824,511,165,1153,919,863,44,1407,1100,405,671,524,202,
销售费用(万元),8792,5214,3131,16614,12564,8190,3239,17739,13589,6212,6556,2939,1319,
管理费用(万元),17061,11417,6130,19166,13258,8377,3517,13768,10145,4951,6333,4488,2646,
财务费用(万元),3754,2097,624,4085,2587,1447,590,2275,470,152,593,239,292,
资产减值损失(万元),1415,1617,178,5883,3452,2840,-0,3218,2194,650,525,641,73,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),7968,7844,24,313,194,218,--,-163,-325,-92,18,45,80,
对联营企业和合营企业的投资收益(万元),23,-86,--,313,194,-67,--,-163,-325,-92,18,45,80,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13650,12854,3123,15209,9904,5387,141,13576,10649,4109,10016,5660,2603,
营业外收入(万元),812,213,14,1478,822,347,4,891,673,71,198,21,181,
营业外支出(万元),69,13,1,213,130,115,0,105,54,46,7,9,5,
非流动资产处置损失(万元),9,9,--,22,12,0,--,14,52,46,4,9,5,
利润总额(万元),14393,13055,3136,16474,10597,5619,146,14362,11268,4135,10208,5672,2778,
所得税费用(万元),1953,1391,1004,3434,2108,1060,51,2408,1904,711,1861,1140,463,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),12440,11663,2132,13040,8489,4559,95,11954,9364,3423,8346,4531,2315,
归属于母公司所有者的净利润(万元),13729,12181,2535,14374,9183,4920,160,12422,9344,3423,8351,4355,2131,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1289,-518,-403,-1334,-694,-361,-65,-468,20,0,-5,177,185,
基本每股收益,0.35,0.32,0.07,0.4,0.26,0.14,--,0.35,0.3,0.19,0.33,0.26,--,
稀释每股收益,0.35,0.32,0.07,0.4,0.26,0.14,--,0.35,0.3,0.19,0.33,0.26,--,
