报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),66976,43158,19298,81714,59885,39095,17108,81514,60099,38881,17190,76430,68028,59204,48621,
营业收入(万元),66976,43158,19298,81714,59885,39095,17108,81514,60099,38881,17190,76430,68028,59204,48621,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),54363,34752,15302,62853,46354,30311,13552,63879,47737,31313,14033,60889,54404,47854,39769,
营业成本(万元),44424,28385,12550,51438,37779,24528,10747,53040,39525,25866,11524,50734,45146,39796,33998,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),721,472,208,872,552,372,186,684,493,293,142,554,521,452,315,
销售费用(万元),2503,1661,666,3049,2188,1439,552,2758,1957,1267,525,2578,2261,2062,1576,
管理费用(万元),5624,3757,1807,7692,5850,3799,1806,7466,5662,3669,1778,6431,5728,5119,3787,
财务费用(万元),1077,541,40,-969,-209,-85,260,-116,-60,184,77,99,772,350,179,
资产减值损失(万元),14,-63,31,771,193,258,1,48,159,35,-13,493,-24,74,-88,
公允价值变动收益(万元),--,--,--,93,93,66,61,-165,-86,164,80,48,-42,29,38,
投资收益(万元),745,631,--,521,-122,-93,-64,48,84,79,21,-68,561,71,34,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13413,9083,3996,19474,13502,8757,3553,17517,12359,7811,3258,15522,14142,11450,8924,
营业外收入(万元),677,403,94,1051,598,315,82,563,342,151,28,690,1369,137,174,
营业外支出(万元),1,--,--,51,11,11,3,53,25,2,1,30,56,48,7,
非流动资产处置损失(万元),1,--,--,50,10,8,--,49,25,2,1,26,55,40,2,
利润总额(万元),14090,9486,4090,20475,14089,9061,3632,18027,12676,7960,3285,16182,15456,11539,9091,
所得税费用(万元),1947,1308,704,2859,1903,1243,500,2529,1756,1088,482,2228,2033,1774,1411,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),12143,8177,3386,17616,12186,7818,3131,15497,10920,6871,2803,13955,13422,9765,7680,
归属于母公司所有者的净利润(万元),12143,8177,3386,17616,12186,7818,3131,15497,10920,6871,2803,13955,13422,9765,7680,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.76,0.51,0.21,1.17,0.76,0.49,0.2,1.29,0.91,0.57,0.23,1.16,1.12,0.81,--,
稀释每股收益,0.76,0.51,0.21,1.17,0.76,0.49,0.2,1.29,0.91,0.57,0.23,1.16,1.12,0.81,--,
