报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),121096,77464,122723,107706,101879,80415,59441,
营业收入(万元),121096,77464,122723,107706,101879,80415,59441,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),104005,67021,110623,95242,93928,72563,57040,
营业成本(万元),85407,56012,89083,78594,74193,59354,45155,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1000,625,2010,2104,3321,2694,1984,
销售费用(万元),4067,2688,4935,2862,2771,2216,1831,
管理费用(万元),7890,5103,10866,7760,10820,6988,6665,
财务费用(万元),127,65,313,241,-55,-336,-264,
资产减值损失(万元),5514,2528,3415,3681,2878,1648,1670,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),470,186,336,288,228,239,80,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),17561,10629,12437,12752,8180,8091,2480,
营业外收入(万元),60,48,819,819,429,441,283,
营业外支出(万元),40,40,155,131,36,--,--,
非流动资产处置损失(万元),--,--,25,--,--,--,--,
利润总额(万元),17581,10637,13100,13440,8573,8532,2763,
所得税费用(万元),2815,1544,1840,2294,1998,2076,662,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),14766,9093,11260,11147,6575,6456,2101,
归属于母公司所有者的净利润(万元),14766,9093,11260,11147,6575,6456,2101,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,1.37,0.84,1.04,1.03,0.7,--,--,
稀释每股收益,1.37,0.84,1.04,1.03,0.7,--,--,
