报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),89702,57370,123384,83705,54465,112759,91403,68800,
营业收入(万元),89702,57370,123384,83705,54465,112759,91403,68800,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),75949,48019,103889,70782,44853,94734,79105,63534,
营业成本(万元),57718,36921,79659,53944,34397,73909,64559,53050,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),960,618,1305,594,385,842,498,299,
销售费用(万元),9973,5901,12571,8050,4744,9447,6604,4368,
管理费用(万元),6488,4049,9275,6569,4220,8304,6582,5540,
财务费用(万元),134,203,836,476,421,1177,736,628,
资产减值损失(万元),677,328,243,1149,687,1055,127,-352,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),22,22,207,205,157,32,1,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),13791,9379,19702,13127,9769,18057,12300,5266,
营业外收入(万元),3550,3120,1960,1729,330,1081,349,179,
营业外支出(万元),111,8,78,71,55,85,84,23,
非流动资产处置损失(万元),0,0,61,49,49,64,6,2,
利润总额(万元),17230,12491,21584,14785,10045,19053,12565,5422,
所得税费用(万元),3200,2342,4017,2942,1909,3991,2046,806,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),14030,10149,17567,11843,8136,15063,10519,4616,
归属于母公司所有者的净利润(万元),14030,10149,17567,11843,8136,15063,10519,4616,
被合并方在合并前实现净利润(万元),--,--,--,--,--,1443,1112,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,
基本每股收益,0.33,0.24,0.42,0.28,0.19,0.39,--,--,
稀释每股收益,0.33,0.24,0.42,0.28,0.19,0.39,--,--,
