报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,
营业总收入(万元),31122,12178,52254,41823,28240,11573,49886,40579,27150,11547,49143,39701,27178,11595,43998,28766,18370,7857,33162,23574,15332,6825,27398,20185,12689,5445,19670,14177,8871,3844,18205,14631,10888,6205,21681,17084,11744,17722,12200,7855,23209,12573,
营业收入(万元),31122,12178,52254,41823,28240,11573,49886,40579,27150,11547,49143,39701,27178,11595,43998,28766,18370,7857,33162,23574,15332,6825,27398,20185,12689,5445,19670,14177,8871,3844,18205,14631,10888,6205,21681,17084,11744,17722,12200,7855,23209,12573,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
营业总成本(万元),22160,8968,40527,30291,20173,8694,40390,31136,20614,9091,44573,30107,20484,8983,32866,21944,13662,6105,25569,18208,11759,5265,20172,15000,3206,4400,14876,10676,6665,2861,13429,10708,8320,5081,17886,14017,9718,14681,9600,5753,19977,11036,
营业成本(万元),10153,3900,18221,14644,10138,4112,15445,12538,7977,3256,13113,10511,7082,2981,12025,8353,5083,2239,9499,6909,4691,2034,7062,5193,3206,1365,4985,3550,2205,936,7535,6692,5833,3845,12917,10470,7525,10308,6732,4303,17062,8150,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
营业税金及附加(万元),515,193,830,620,412,204,617,490,328,106,542,474,346,152,466,375,228,103,412,294,181,96,237,195,131,59,214,156,95,51,151,120,74,31,116,90,59,104,74,46,84,64,
销售费用(万元),8644,3542,17264,12415,7904,3595,18662,13754,8891,4201,18084,13737,9272,4139,16817,11126,6772,2869,13110,9073,5597,2490,11226,7882,4882,2307,8408,5711,3667,1461,4518,2937,1853,796,3549,2325,1378,2753,1849,1114,2215,1807,
管理费用(万元),2711,1306,3966,2390,1476,754,5825,4329,3294,1564,6392,4932,3251,1464,3806,2368,1540,797,2871,1907,1251,648,2216,1701,1192,628,1930,1337,820,372,1637,1116,728,312,1326,1068,720,1450,915,183,429,759,
财务费用(万元),-149,-28,-74,-63,-54,-22,-74,-120,-67,-28,171,113,100,52,-560,-524,-249,-118,-613,-311,-267,-163,-729,-224,-188,-51,-697,-208,-194,-19,-522,-291,-282,-11,-13,13,10,22,19,9,92,138,
资产减值损失(万元),286,56,321,284,296,51,-86,143,190,-9,6270,340,434,194,311,246,288,216,290,337,306,159,159,253,189,93,36,131,72,61,110,134,115,108,-8,51,26,45,10,98,96,119,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
投资收益(万元),311,116,1915,301,107,-53,-7774,-177,-168,-74,-105,-34,-6,-7,-19,--,--,--,268,362,302,5,--,--,--,--,--,--,0,--,0,2,--,--,--,0,0,0,--,--,0,35,
对联营企业和合营企业的投资收益(万元),229,116,740,246,84,--,56,-177,-168,-74,-105,-34,-6,-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,--,0,0,
