报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),224411,158058,82042,171084,96206,55856,23951,90211,78917,69524,55032,
营业收入(万元),224411,158058,82042,171084,96206,55856,23951,90211,78917,69524,55032,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),204494,145352,75193,157276,88209,50787,21500,83160,73173,64138,51229,
营业成本(万元),169571,120527,64317,129078,71472,39987,17005,67192,57333,48896,39830,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1255,951,562,817,273,168,79,276,295,207,126,
销售费用(万元),14099,10239,4280,10751,5984,3790,1340,5326,5853,5390,4156,
管理费用(万元),19033,13000,4892,13938,8900,5990,2891,8884,7775,7443,5418,
财务费用(万元),312,176,353,1382,1029,638,308,1575,1794,1742,1410,
资产减值损失(万元),224,459,789,1310,551,213,-124,-93,124,459,288,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),19916,12706,6848,13809,7997,5070,2451,7051,5744,5386,3802,
营业外收入(万元),572,506,42,461,407,336,86,396,333,140,66,
营业外支出(万元),8,2,1,1321,36,21,16,1058,320,642,42,
非流动资产处置损失(万元),--,--,--,33,--,17,--,13,67,65,24,
利润总额(万元),20481,13210,6890,12949,8368,5384,2520,6389,5757,4884,3827,
所得税费用(万元),3501,2318,1346,1582,1211,816,457,1132,1008,1018,774,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),16979,10892,5543,11367,7156,4568,2064,5257,4749,3866,3052,
归属于母公司所有者的净利润(万元),16979,10892,5543,11367,7156,4568,2064,5257,4749,3866,3052,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,404,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.14,0.76,0.46,0.95,0.6,0.38,0.17,0.44,0.4,0.32,0.26,
稀释每股收益,--,--,--,0.95,--,0.38,--,0.44,0.4,0.32,0.26,
