报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),37093,138468,99009,64035,28250,181451,140988,72796,33330,222722,189251,135454,72423,258966,176724,108860,52547,271515,193768,116781,48704,246491,175318,112956,51162,274078,185427,125706,227622,208340,271124,
营业收入(万元),37093,138468,99009,64035,28250,181451,140988,72796,33330,222722,189251,135454,72423,258966,176724,108860,52547,271515,193768,116781,48704,246491,175318,112956,51162,274078,185427,125706,227622,208340,271124,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),36615,137991,98413,64353,28253,210963,169684,70676,30665,210334,174851,125629,67177,247838,167434,103171,49695,253038,179926,108418,45418,231231,164469,105298,47782,254821,168402,114870,200816,183457,250034,
营业成本(万元),34207,127297,90343,59626,26068,153780,121938,61059,26807,183428,155105,112245,60576,219057,149454,93168,43900,225497,164262,97519,41138,216869,154232,99518,45210,238810,157243,107229,188352,169024,231585,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),56,760,728,373,83,2101,1200,1104,590,872,482,341,162,763,320,184,88,343,251,226,219,765,593,450,415,823,674,571,549,963,393,
销售费用(万元),1619,5638,3827,1960,907,7604,5479,3624,1820,10236,8747,6028,2687,7811,6180,3876,2715,7688,6190,3885,1443,4953,3579,2129,1025,4692,3144,2109,3978,5567,4923,
管理费用(万元),684,5026,3784,2458,1253,11745,9293,6190,2240,16210,11578,6799,3855,16357,9895,5000,2667,16706,7619,5572,2376,8944,5667,3497,1754,6717,4642,3191,5331,5574,5086,
财务费用(万元),-43,-9,367,34,-71,-158,329,94,430,-966,-624,-211,-33,3004,2235,1463,588,1721,1243,772,303,-289,650,506,149,2955,2400,1471,2150,1790,4553,
资产减值损失(万元),92,-721,-636,-98,14,35890,31445,-1395,-1223,554,-438,427,-71,847,-650,-519,-263,1082,359,445,-60,-12,-252,-802,-772,824,300,300,454,539,3495,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
