报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),22355,74276,55604,35573,16261,63164,47629,30702,13678,48662,34871,21741,9409,30324,23452,13226,5255,25990,19227,13192,5678,22614,16087,9872,4755,22764,15586,10109,4747,20501,15548,10676,4931,20863,15440,10000,4933,18619,13978,9019,4624,18237,15672,12090,5363,17234,16578,12089,4774,16910,16462,12662,4190,
营业收入(万元),22355,74276,55604,35573,16261,63164,47629,30702,13678,48662,34871,21741,9409,30324,23452,13226,5255,25990,19227,13192,5678,22614,16087,9872,4755,22764,15586,10109,4747,20501,15548,10676,4931,20863,15440,10000,4933,18619,13978,9019,4624,18237,15672,12090,5363,17234,16578,12089,4774,16910,16462,12662,4190,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,--,0,0,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,--,0,0,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,--,0,0,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
营业总成本(万元),22430,85382,59325,38219,17432,69844,50503,32523,14501,56005,37628,23214,10320,39606,26098,15232,6386,31371,21763,14639,6330,28418,18379,11167,5068,25750,17610,11618,5690,23902,17216,11627,5358,23910,17280,11240,5396,20876,14615,9801,5210,31902,17706,13114,5937,23894,18189,13003,4772,17110,16242,12424,4202,
营业成本(万元),19495,65451,48930,31463,14294,55494,41840,27139,12256,43237,30784,19220,8542,27024,20834,11561,4479,23186,17396,11739,4943,20130,13848,8382,3879,18960,12997,8504,3992,18446,13604,9295,4307,17627,13600,8580,4174,14853,11672,7892,4339,17500,14209,11033,4751,15748,14702,10904,3853,13191,13347,10542,3345,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,--,0,0,0,--,--,0,0,
