报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),501924,381432,262586,120485,432326,309062,200716,93015,311859,219878,144192,67011,272196,204916,142119,66885,241453,179664,120122,56536,191449,137663,88551,38626,168422,135356,98486,47028,181635,133229,90665,41639,147341,108451,72809,31034,89571,64031,41109,16707,98268,79940,55713,23978,83730,62621,40578,17929,62786,46955,30678,13695,
营业收入(万元),501924,381432,262586,120485,432326,309062,200716,93015,311859,219878,144192,67011,272196,204916,142119,66885,241453,179664,120122,56536,191449,137663,88551,38626,168422,135356,98486,47028,181635,133229,90665,41639,147341,108451,72809,31034,89571,64031,41109,16707,98268,79940,55713,23978,83730,62621,40578,17929,62786,46955,30678,13695,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
营业总成本(万元),463255,347367,238721,108179,395943,279932,180949,83885,281045,198588,130439,60929,247977,187467,129442,60319,222752,166261,109947,51702,180092,129549,83430,36803,164752,131264,94899,44794,169755,122686,82770,37864,131550,96813,65119,27733,83105,60578,38891,15436,93018,75619,52328,22542,78784,59438,38080,17479,58247,44002,28175,13335,
营业成本(万元),373766,286269,197014,89230,319235,228041,147353,68407,221923,159362,105140,49810,199385,154072,105967,48887,176205,132759,88483,41402,141862,102553,66094,28837,133381,108587,79277,37719,141819,102065,69392,30873,106920,80141,54025,22641,62524,45253,28558,11913,74485,61826,43380,18244,65559,50348,32498,14136,47485,36081,23358,10396,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
