报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),55359,197639,142711,93754,39201,174422,128613,87851,38590,243521,174968,121518,53465,307647,238882,150279,58859,232374,162221,111413,45446,210501,153757,110770,49385,238193,178655,128586,61369,266139,199652,132174,56454,233722,171209,105805,39531,118107,92485,65337,30754,91731,70253,45786,18552,4067,1741,1658,416,
营业收入(万元),55359,197639,142711,93754,39201,174422,128613,87851,38590,243521,174968,121518,53465,307647,238882,150279,58859,232374,162221,111413,45446,210501,153757,110770,49385,238193,178655,128586,61369,266139,199652,132174,56454,233722,171209,105805,39531,118107,92485,65337,30754,91731,70253,45786,18552,4067,1741,1658,416,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,--,--,--,0,--,--,
营业总成本(万元),54809,201734,144531,94717,40447,178627,130339,88887,39267,244390,175365,121031,53322,306064,237270,148299,57937,230618,159651,108791,43999,203759,146525,104939,46273,219072,164116,118991,55822,239667,182572,122546,51573,210679,156389,98186,36226,109176,84894,59848,28142,83990,65498,42170,17210,8512,5172,4165,1658,
营业成本(万元),46495,169176,121098,79144,34063,151040,110564,74607,33945,212867,155546,107942,47680,271488,212633,133571,52402,204041,145082,99154,39829,186278,135557,97248,43379,204205,153154,110296,50836,225192,167347,112017,47826,196081,144490,90093,33792,101685,78508,55124,25785,78892,60566,39389,16230,3461,1478,1478,355,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,--,--,--,0,--,--,
营业税金及附加(万元),711,2824,2070,1369,643,2031,586,400,106,958,491,351,159,908,690,503,130,554,355,300,109,429,316,306,145,736,465,394,209,854,602,411,193,1085,894,568,237,439,358,211,90,343,261,165,66,31,0,0,0,
销售费用(万元),1784,9617,7397,4985,1974,8140,5919,4398,1633,9960,5895,3659,1428,11461,8413,4656,1061,6075,3550,1926,460,2745,1869,1387,380,2818,3261,2492,995,1459,3604,2651,760,1990,3022,1962,598,1423,1438,1045,717,979,1375,781,251,288,232,210,72,
