报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),69776,38794,18648,56990,41419,27197,13579,52187,38407,24831,11365,38593,38726,35549,30858,
营业收入(万元),69776,38794,18648,56990,41419,27197,13579,52187,38407,24831,11365,38593,38726,35549,30858,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),65020,36771,17604,52885,38192,25142,12820,48743,35926,23072,10886,37060,34963,31986,28130,
营业成本(万元),55041,32348,15406,45714,32803,21546,10924,41381,30510,19627,9075,31212,30282,27769,24465,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),387,227,133,473,225,153,82,241,184,143,57,203,193,197,38,
销售费用(万元),5806,1797,912,2923,2072,1416,707,2808,1995,1232,578,2031,1977,1615,1498,
管理费用(万元),2866,1835,855,3006,2251,1446,784,2695,2006,1281,677,2382,1796,1424,1313,
财务费用(万元),674,389,138,926,796,567,255,1280,900,638,324,1109,732,764,770,
资产减值损失(万元),246,174,158,-157,45,15,68,338,331,152,175,124,-15,217,46,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),495,372,102,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),495,372,102,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5251,2395,1146,4105,3226,2055,759,3443,2482,1759,478,1532,3762,3563,2728,
营业外收入(万元),163,60,34,1105,320,72,21,419,380,112,20,250,313,109,94,
营业外支出(万元),96,96,76,74,17,--,--,21,14,4,0,73,78,22,5,
非流动资产处置损失(万元),95,95,74,5,1,--,--,13,13,3,0,61,55,11,4,
利润总额(万元),5317,2360,1104,5137,3529,2126,779,3842,2848,1867,498,1709,3997,3651,2817,
所得税费用(万元),966,409,216,942,683,424,179,556,583,397,150,-8,364,115,536,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4351,1950,888,4195,2846,1702,600,3286,2265,1471,348,1718,3633,3535,2282,
归属于母公司所有者的净利润(万元),3839,1969,903,4300,2974,1811,640,3738,2607,1677,454,1908,3633,3537,2282,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-21,
少数股东损益(万元),512,-18,-15,-105,-128,-109,-39,-453,-342,-206,-106,-191,--,-2,--,
基本每股收益,0.33,0.17,0.08,0.43,0.32,0.21,0.07,0.43,0.3,0.19,0.05,0.22,0.42,0.42,0.27,
稀释每股收益,0.33,0.17,0.08,0.43,0.32,0.21,0.07,0.43,0.3,0.19,0.05,0.22,0.42,0.42,0.27,
