报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,
营业总收入(万元),74282,50947,26312,98940,67770,44386,23781,88957,60056,38223,22465,67617,47164,31891,17143,53112,36294,23307,11050,39640,28899,19120,29692,27501,
营业收入(万元),74282,50947,26312,98940,67770,44386,23781,88957,60056,38223,22465,67617,47164,31891,17143,53112,36294,23307,11050,39640,28899,19120,29692,27501,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),51300,34573,17557,67430,46750,30354,15365,58712,39436,24731,14494,47865,33859,22698,11981,39535,27528,17361,8422,29308,21421,11828,22983,19704,
营业成本(万元),43986,29885,15345,56711,39212,25430,13130,47368,32266,20496,11758,39655,28472,19169,10153,32751,22375,14380,6921,24554,18013,11828,19189,16868,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2718,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),659,411,250,962,617,406,173,950,502,295,220,548,349,218,137,384,253,139,67,293,240,--,140,130,
销售费用(万元),1889,1273,622,2800,1953,1274,669,2513,1660,1055,563,1822,1241,855,452,1207,864,494,239,916,680,--,688,650,
管理费用(万元),3543,4013,2042,7943,5830,3804,1840,8232,5446,3491,1850,5987,4044,2708,1294,4639,3506,2052,965,3393,2387,--,2627,2079,
财务费用(万元),-1232,-824,-335,-1282,-611,-49,-110,-853,-423,-341,-111,-740,-260,-251,-132,0,208,166,150,-91,-2,--,164,-165,
资产减值损失(万元),-263,-185,-367,296,-251,-512,-336,502,-16,-265,214,593,13,-1,78,554,322,130,79,244,104,--,174,142,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1615,1011,388,332,183,183,23,443,292,102,44,239,218,191,130,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),25194,17785,9293,32082,21224,14215,8439,30688,20912,13594,8015,19991,13524,9384,5292,13577,8766,5946,2628,10332,7479,4915,6709,7796,
营业外收入(万元),42,42,0,313,384,228,88,447,199,188,11,724,446,404,11,298,159,138,118,136,94,--,184,118,
营业外支出(万元),12,12,12,38,70,62,23,475,45,35,0,273,61,43,29,23,18,5,3,12,2,--,7,6,
非流动资产处置损失(万元),--,--,--,--,37,37,--,355,12,--,--,208,--,--,--,4,--,1,--,2,--,--,--,--,
利润总额(万元),25223,17814,9281,32357,21539,14382,8504,30660,21067,13748,8026,20442,13908,9745,5273,13852,8907,6079,2743,10455,7571,4941,6887,7908,
所得税费用(万元),3800,2924,1394,4551,2874,1928,1276,4411,3042,2005,1159,2975,3278,2351,1263,2001,1296,874,398,1555,1127,--,1742,833,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),21423,14890,7887,27806,18666,12454,7229,26248,18025,11743,6867,17467,10631,7394,4010,11851,7611,5205,2344,8900,6444,4181,5145,7076,
归属于母公司所有者的净利润(万元),21423,14890,7887,27806,18666,12454,7229,26248,18025,11743,6867,17467,10631,7394,4010,11851,7611,5205,2344,8900,6444,4181,5145,7076,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.7,0.6,0.33,1.27,0.87,0.59,0.34,1.25,0.86,0.84,0.49,1.25,0.76,0.53,0.29,1.04,0.54,0.5,0.22,0.85,0.46,0.4,0.49,0.67,
稀释每股收益,0.7,0.6,0.33,1.27,0.87,0.58,0.34,1.25,0.85,0.83,0.49,1.25,0.76,0.53,0.29,1.04,0.54,0.5,0.22,0.85,0.46,--,0.49,0.67,
