报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),21197,14861,7669,28344,20668,14167,7013,25379,18872,27341,26895,24401,18945,
营业收入(万元),21197,14861,7669,28344,20668,14167,7013,25379,--,27341,26895,24401,18945,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),17989,12366,6426,22555,15787,10509,5226,19242,4282,21630,21632,19156,15822,
营业成本(万元),13364,9216,4749,16253,11728,7785,3867,14093,--,16312,16275,14220,11189,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),227,158,83,240,79,58,30,118,--,117,80,116,98,
销售费用(万元),2144,1411,731,3194,2085,1458,648,2787,--,3070,3220,3249,2299,
管理费用(万元),2168,1524,747,2824,1755,1120,530,2288,1371,2024,1932,1827,1855,
财务费用(万元),1,-17,-19,17,20,15,-9,-17,--,30,40,-21,66,
资产减值损失(万元),84,73,135,27,121,73,160,-28,--,78,86,-235,316,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),549,333,178,-15,-47,-31,-24,-57,--,10,14,9,987,
对联营企业和合营企业的投资收益(万元),-36,-29,-13,-67,-49,-33,-24,-71,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4113,2934,1421,5774,4834,3627,1762,6080,4800,5721,5278,5254,4110,
营业外收入(万元),281,270,121,382,314,231,35,290,204,272,416,316,88,
营业外支出(万元),16,16,10,42,37,26,21,6,6,19,121,18,3,
非流动资产处置损失(万元),--,--,--,0,--,--,--,1,--,4,17,--,--,
利润总额(万元),4379,3188,1532,6114,5112,3832,1776,6364,4998,5974,5572,5552,4194,
所得税费用(万元),594,448,222,885,770,577,269,875,--,798,774,758,462,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3785,2741,1311,5228,4342,3255,1507,5489,4282,5176,4798,4794,3732,
归属于母公司所有者的净利润(万元),3785,2741,1311,5228,4342,3255,1507,5489,4282,5176,4798,4794,3734,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,-3,
基本每股收益,0.44,0.32,0.15,0.76,0.67,0.5,0.23,0.84,0.66,0.8,0.74,0.74,0.57,
稀释每股收益,0.44,0.32,0.15,0.76,--,0.5,0.23,0.84,--,0.8,0.74,0.74,0.57,
