报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),171746,100729,33542,194821,122081,73762,21291,151871,93445,58022,12166,126206,98189,83346,72617,
营业收入(万元),171746,100729,33542,194821,122081,73762,21291,151871,93445,58022,12166,126206,98189,83346,72617,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),163063,98127,36986,180664,117666,71666,25091,139188,89778,55951,17208,116028,87657,75419,67346,
营业成本(万元),102904,60170,20134,106482,66522,39378,11371,79855,50399,31498,7106,68136,56568,49683,45192,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2372,1319,382,3127,1750,959,257,2433,1609,931,152,738,780,586,490,
销售费用(万元),37616,23887,10460,48459,32649,20412,8365,38795,25366,15405,6405,32516,18159,13975,11245,
管理费用(万元),19068,12072,5928,22462,16639,10720,5146,17851,12390,7837,3665,14039,11523,10121,9368,
财务费用(万元),-149,100,29,-832,-750,-305,-60,-336,-201,-11,50,67,332,908,1024,
资产减值损失(万元),1253,579,53,966,856,502,11,590,215,293,-170,533,296,145,27,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),90,72,22,4,--,--,--,--,--,--,--,--,--,--,1,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8773,2675,-3422,14161,4415,2096,-3800,12684,3666,2071,-5042,10178,10532,7927,5272,
营业外收入(万元),2924,2819,1818,3121,2633,2578,2120,3204,2914,2809,2269,2950,2113,1902,1778,
营业外支出(万元),666,538,37,383,281,186,153,435,364,350,41,281,813,455,464,
非流动资产处置损失(万元),7,4,1,12,10,7,3,24,11,5,0,19,24,40,73,
利润总额(万元),11032,4955,-1641,16899,6768,4488,-1834,15453,6217,4530,-2814,12848,11832,9373,6586,
所得税费用(万元),2026,918,-358,3533,1538,1077,-456,3902,1665,1331,-696,2581,1829,1600,1070,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9006,4038,-1284,13366,5230,3411,-1378,11551,4552,3198,-2118,10267,10004,7773,5516,
归属于母公司所有者的净利润(万元),9006,4038,-1284,13366,5230,3411,-1378,11551,4552,3198,-2118,10267,10004,7773,5516,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.9,0.4,-0.13,1.49,0.61,0.43,-0.18,1.54,0.61,0.43,-0.28,1.37,1.33,1.04,0.74,
稀释每股收益,0.9,0.4,-0.13,1.49,0.61,0.43,--,1.54,0.61,0.43,--,1.37,1.33,1.04,0.74,
