报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),52549,32509,14699,63319,29285,52191,24928,45413,40613,33009,
营业收入(万元),52549,32509,14699,63319,29285,52191,24928,45413,40613,33009,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),46019,29682,13095,57157,26358,47889,22061,41977,39264,30463,
营业成本(万元),9938,6036,2729,11530,5183,8572,4104,8172,8576,7856,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),971,567,266,1233,443,815,394,737,608,475,
销售费用(万元),28944,18860,8227,36541,16994,30561,14201,25886,23769,17996,
管理费用(万元),5735,4102,1638,6475,3019,6292,2699,5776,4908,3209,
财务费用(万元),667,470,267,1169,628,1163,508,1144,1169,1010,
资产减值损失(万元),-236,-354,-31,210,91,486,154,262,233,-82,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),13,--,--,--,--,6,--,6,6,6,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6542,2826,1604,6162,2927,4308,2867,3441,1355,2551,
营业外收入(万元),603,545,214,253,31,498,223,273,338,496,
营业外支出(万元),9,1,1,3,--,37,12,5,42,10,
非流动资产处置损失(万元),1,1,1,3,--,35,12,0,--,--,
利润总额(万元),7136,3371,1817,6412,2958,4770,3078,3709,1650,3037,
所得税费用(万元),961,407,278,705,475,569,469,397,141,398,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),6175,2964,1539,5707,2483,4201,2609,3312,1509,2639,
归属于母公司所有者的净利润(万元),6175,2964,1539,5707,2483,4201,2609,3312,1509,2639,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,-30,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.04,0.54,0.3,1.1,0.48,0.81,0.51,0.64,0.29,0.51,
稀释每股收益,1.04,0.54,0.3,1.1,0.48,0.81,0.51,0.64,0.29,0.51,
