报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),88796,306277,197096,117790,49476,165007,113822,60366,18290,89518,65674,40840,16907,86705,64324,40026,16888,74995,54805,33915,14199,61722,44791,28052,11689,47753,34605,20709,8534,36705,26081,16547,6634,24213,17253,10119,3628,21620,17022,11395,4844,19741,14125,8653,3790,16030,13275,
营业收入(万元),88796,306277,197096,117790,49476,165007,113822,60366,18290,89518,65674,40840,16907,86705,64324,40026,16888,74995,54805,33915,14199,61722,44791,28052,11689,47753,34605,20709,8534,36705,26081,16547,6634,24213,17253,10119,3628,21620,17022,11395,4844,19741,14125,8653,3790,16030,13275,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),71890,251032,162316,96980,40890,133286,92163,50768,17500,82629,60281,37871,16406,78471,58645,36848,16245,67735,49662,31062,13558,56232,41098,26055,11159,43980,31758,18958,8088,33237,23493,14720,6082,20871,14773,8640,3366,19560,15172,10110,4374,16476,11762,7415,3427,13886,11446,
营业成本(万元),67514,223197,143118,84912,34944,113435,77598,42514,13910,68104,50086,31243,13238,66254,49660,31096,13228,58009,42345,26156,11155,47170,34122,21626,9189,37097,26733,15947,6730,28248,19686,12305,4921,17387,12280,7282,2802,16037,12569,8503,3705,14429,10218,6316,2822,12159,10217,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),448,1761,1037,758,425,1268,624,359,126,501,352,213,76,468,330,190,79,410,299,201,75,339,243,143,59,210,155,114,56,197,153,79,41,121,90,40,16,109,81,59,29,130,89,48,26,98,58,
销售费用(万元),1830,8132,5618,3696,1639,6311,4413,2304,813,3958,2647,1652,705,3722,2577,1625,709,3011,2056,1215,555,2791,1927,1134,455,2133,1420,821,372,1822,1310,872,356,1142,887,515,152,1147,773,534,238,880,557,409,224,722,571,
管理费用(万元),3082,11683,8060,5256,2543,10939,8200,5136,2261,9392,6518,4280,2070,7843,5460,3578,1912,6164,4550,3056,1525,5811,4401,2815,1243,4659,3300,1951,829,3403,2596,1646,754,2690,1915,1185,422,2418,1728,954,362,1041,884,652,343,854,581,
财务费用(万元),185,145,50,-21,-43,-142,-70,-39,-8,-214,-159,-65,-16,-95,-81,-114,7,-6,-115,16,23,-8,-25,-13,-11,-184,-125,-112,-46,-480,-372,-289,-79,-528,-499,-466,-65,-245,-47,-28,-12,9,-1,-3,10,-6,-1,
资产减值损失(万元),-1169,6113,4433,2378,1381,1474,1398,494,399,889,838,548,333,277,698,473,310,148,527,418,224,128,431,351,224,65,274,237,146,47,120,107,89,59,100,84,38,94,68,89,51,-13,14,-6,1,59,20,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
投资收益(万元),244,2249,1993,1597,313,1111,933,770,397,1789,1400,993,529,1489,909,603,362,592,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),-50,23,--,--,--,-17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业利润(万元),18254,61505,37913,23138,8899,32832,22592,10368,1187,8678,6792,3962,1030,9723,6588,3781,1005,7852,5143,2853,642,5490,3693,1998,530,3773,2847,1751,447,3468,2589,1827,552,3341,2481,1479,262,2060,1850,1285,470,3265,2363,1238,362,2145,1829,
营业外收入(万元),5,236,1193,852,465,7223,5337,1189,430,1571,1147,794,437,1641,1286,671,232,1570,1138,694,274,1306,1013,666,142,883,688,404,230,1097,753,513,136,1000,759,588,261,906,726,406,93,711,458,246,88,452,110,
营业外支出(万元),200,660,303,218,77,629,1151,422,16,378,137,114,96,83,57,36,18,120,110,44,35,80,74,28,13,66,32,22,10,58,53,44,34,43,27,18,9,142,144,36,10,33,23,10,4,27,15,
非流动资产处置损失(万元),--,--,223,139,0,396,1041,309,3,100,50,50,48,13,1,1,--,82,67,6,--,--,35,1,--,5,--,5,5,23,--,--,0,2,--,--,--,--,--,--,0,3,3,0,0,7,0,
利润总额(万元),18058,61081,38803,23771,9287,39425,26779,11134,1601,9872,7803,4642,1371,11281,7817,4416,1219,9302,6171,3503,881,6717,4632,2636,659,4591,3503,2133,666,4508,3289,2296,655,4298,3213,2050,514,2823,2433,1655,553,3942,2798,1474,446,2569,1924,
所得税费用(万元),1462,6169,4959,3348,1360,1439,1001,252,112,1231,935,470,167,1337,1310,759,179,1260,771,437,93,837,606,314,46,514,590,365,73,473,428,289,93,385,446,276,61,296,571,362,124,51,1000,483,134,217,58,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
净利润(万元),16596,54912,33844,20424,7927,37987,25778,10883,1489,8641,6867,4172,1204,9943,6507,3657,1040,8042,5400,3066,788,5880,4025,2322,613,4077,2913,1768,593,4035,2861,2007,562,3913,2767,1774,453,2528,1862,1293,429,3891,1798,991,312,2353,1866,
归属于母公司所有者的净利润(万元),16596,54912,33844,20424,7927,37869,25778,10835,1500,8580,6832,4171,1235,9905,6455,3624,1043,8107,5442,3094,801,5765,3964,2288,609,4059,2905,1768,593,3988,2850,2001,565,3939,2783,1776,453,2528,1862,1293,429,3891,1798,991,312,2353,1866,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,118,--,48,-11,61,35,2,-31,39,53,32,-3,-65,-41,-28,-12,115,61,34,4,18,8,--,--,46,11,6,-3,-25,-16,-3,--,--,--,--,0,0,0,0,0,0,0,
基本每股收益,0.2,0.65,0.4,0.24,0.09,0.54,0.4,0.19,0.06,0.33,0.26,0.16,0.05,0.38,0.25,0.14,0.08,0.67,0.46,0.27,0.08,0.58,0.4,0.23,0.06,0.41,0.29,0.18,0.06,0.4,0.28,0.2,0.08,0.59,0.42,0.27,0.07,0.43,0.33,0.26,0.09,0.81,0.38,0.21,0.06,1.18,0.93,
稀释每股收益,0.19,0.64,0.4,0.24,0.09,0.53,0.39,0.19,0.06,0.32,0.26,0.16,0.05,0.38,0.25,0.14,0.08,0.67,0.46,0.27,0.08,0.58,0.4,0.23,0.06,0.41,0.29,0.18,0.06,0.4,0.28,0.2,0.08,0.59,0.42,0.27,0.07,0.43,0.33,0.26,0,0.81,0.38,0.21,0,1.18,0.93,
