报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),38499,24386,43988,31179,19520,31881,14518,33609,33010,33571,
营业收入(万元),38499,24386,43988,31179,19520,31881,14518,33609,33010,33571,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),34892,22196,40033,28631,17940,29017,12905,27904,29631,31048,
营业成本(万元),27738,17687,30358,21540,13282,20931,9379,21408,22196,23604,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),254,154,270,201,71,235,101,266,209,193,
销售费用(万元),2541,1630,2928,2186,1429,2268,1041,2183,2138,2431,
管理费用(万元),4135,2570,5656,4215,2820,5049,2153,3571,4795,3687,
财务费用(万元),142,116,448,292,182,385,161,231,202,473,
资产减值损失(万元),82,39,373,198,155,149,71,244,91,660,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),18,15,41,32,24,90,51,151,139,25,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4142,2573,3996,2580,1604,2954,1664,5855,3518,2549,
营业外收入(万元),54,22,1245,947,594,1690,969,1101,923,554,
营业外支出(万元),3,0,66,57,57,39,0,67,61,109,
非流动资产处置损失(万元),--,--,3,1,1,34,0,63,6,18,
利润总额(万元),4193,2595,5174,3469,2140,4605,2633,6889,4380,2994,
所得税费用(万元),632,358,767,508,384,699,444,1013,911,704,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),3561,2237,4407,2961,1757,3906,2189,5876,3468,2290,
归属于母公司所有者的净利润(万元),2306,1431,3390,2241,1380,2841,1564,4042,2274,1335,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1255,806,1018,720,377,1064,625,1834,1194,955,
基本每股收益,0.26,0.16,0.51,0.34,0.21,0.43,0.24,--,--,--,
稀释每股收益,0.26,0.16,0.51,0.34,0.21,0.43,0.24,--,--,--,
