报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),14920,59854,42891,28252,12567,48196,35637,22564,10330,50286,37533,24412,11865,51457,36365,23400,42145,36707,33928,
营业收入(万元),14920,59854,42891,28252,12567,48196,35637,22564,10330,50286,37533,24412,11865,51457,36365,23400,42145,36707,33928,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),14129,57265,40802,27035,12071,45250,32314,20519,9612,46444,34364,21503,10553,44573,31260,19917,35879,30636,27876,
营业成本(万元),12028,48520,34082,22833,9969,38407,27563,17309,7918,39543,29246,17900,8686,38683,26902,17212,30803,25963,23868,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),73,414,188,76,11,342,198,139,56,284,202,132,56,228,155,107,216,230,243,
销售费用(万元),603,2656,1814,1172,556,2048,1569,1113,612,1955,1478,1003,544,1551,1135,637,1298,1201,1059,
管理费用(万元),1343,5561,4632,2919,1523,4646,3062,2017,1034,4381,3355,2323,1164,3519,2649,1679,3140,2867,2461,
财务费用(万元),76,66,86,34,13,-199,-77,-59,-8,93,135,198,103,425,277,140,347,338,216,
资产减值损失(万元),7,49,-0,-0,--,4,-1,-1,--,187,-53,-53,--,167,142,141,74,37,29,
公允价值变动收益(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),73,242,245,240,167,460,277,139,30,190,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),925,3091,2334,1457,662,3406,3599,2184,747,4032,3169,2909,1313,6885,5106,3484,6266,6072,6052,
营业外收入(万元),8,320,730,688,135,713,373,248,209,125,40,37,6,374,137,106,436,901,281,
营业外支出(万元),8,48,7,1,1,33,19,19,1,17,3,3,2,30,30,25,10,17,26,
非流动资产处置损失(万元),--,--,--,--,--,22,--,19,--,0,0,0,--,1,1,1,5,3,2,
利润总额(万元),925,3362,3057,2144,796,4087,3953,2413,955,4140,3206,2943,1318,7229,5213,3565,6692,6956,6307,
所得税费用(万元),246,861,974,563,259,1164,1033,612,239,913,1005,972,425,1990,1582,1162,1513,1858,1605,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),679,2501,2083,1580,537,2923,2921,1800,717,3227,2201,1971,892,5239,3631,2403,5179,5098,4702,
归属于母公司所有者的净利润(万元),679,2501,2083,1580,537,2923,2921,1800,717,3227,2201,1971,892,5239,3631,2403,5179,5098,4702,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.03,0.13,0.1,0.08,0.03,0.15,0.15,0.09,0.09,0.45,0.32,0.31,0.15,0.87,0.61,0.4,0.86,0.85,0.78,
稀释每股收益,0.03,0.13,0.08,0.08,0.03,0.15,0.15,0.09,0.09,0.45,0.32,0.31,0.15,0.87,0.61,0.4,0.86,0.85,0.78,
