报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),1171453,871012,551618,271155,944698,702438,444274,216375,755940,563944,368333,180730,650766,487578,314269,147879,565535,423918,275466,129126,454780,334978,355802,272812,
营业收入(万元),1171453,871012,551618,271155,944698,702438,444274,216375,755940,563944,368333,180730,650766,487578,314269,147879,565535,423918,275466,129126,454780,334978,355802,272812,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1107614,823612,520807,257381,895005,665690,419958,205862,715699,535104,349684,172808,624378,467552,301697,142491,543513,407773,264873,124335,436184,321047,342094,261853,
营业成本(万元),1045398,781421,495170,245054,853916,636338,402193,196223,684828,513021,335027,164231,594288,445105,287028,134750,515470,387432,251751,117922,414913,305559,325321,250134,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3154,1927,1197,566,3466,2491,1576,727,2778,910,505,385,1079,671,422,136,790,560,431,160,763,707,857,497,
销售费用(万元),28053,18699,11059,5196,19272,13737,8335,4070,15218,11121,7614,4037,13290,9735,6259,3174,11625,8233,5181,2596,8797,6697,7176,5183,
管理费用(万元),23062,14939,9309,4212,15654,10684,6817,3299,12942,9964,6496,3275,11289,8479,5519,2814,9722,6843,4424,2344,7911,5203,6079,4414,
财务费用(万元),6318,3768,2098,789,1433,514,79,33,-1701,-1312,-824,-196,3387,2379,1587,870,5093,3710,2611,1081,3673,2533,2436,1304,
资产减值损失(万元),1628,2858,1974,1564,1264,1926,957,1509,1633,1400,866,1076,1044,1183,881,748,814,994,475,232,128,349,224,321,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2640,1025,788,143,787,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
