报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,
营业总收入(万元),25335,139992,86161,46938,11659,99848,56613,30062,10889,66106,35349,21073,54492,18276,44815,15025,36902,11833,30828,8972,20157,7699,16650,4614,
营业收入(万元),25335,139992,86161,46938,11659,99848,56613,30062,10889,66106,35349,21073,54492,18276,44815,15025,36902,11833,30828,8972,20157,7699,16650,4614,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业总成本(万元),25469,126414,81878,44353,12992,89658,51088,27599,9790,56196,31888,19445,46021,17193,37577,13514,30700,10672,25196,8216,16887,7236,13963,4205,
营业成本(万元),18108,100203,66004,35553,9110,69320,38879,20308,7077,40886,22588,13484,32524,11491,26632,8702,22501,7019,18168,5693,12259,4893,9995,2573,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业税金及附加(万元),137,856,578,242,42,873,309,155,14,567,230,154,451,132,313,72,286,92,210,41,146,40,90,25,
销售费用(万元),3114,11913,7916,4386,1922,10881,7755,4716,1962,8152,5263,3396,6964,2943,5583,2579,3339,1809,2995,1251,2326,1095,1786,709,
管理费用(万元),3504,9868,6149,3910,2206,7237,4682,2793,1437,5686,3704,2516,4704,2361,4334,1973,3612,1481,3252,1064,1796,1108,1836,850,
财务费用(万元),669,1290,932,495,210,49,-201,-345,-234,-192,94,98,346,174,271,149,212,90,134,64,115,55,121,64,
资产减值损失(万元),-62,2284,299,-233,-498,1296,-336,-29,-464,1096,9,-202,1032,92,445,39,750,181,437,104,244,45,135,-17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资收益(万元),11046,-1127,-564,-354,-145,245,218,-2,--,-0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
对联营企业和合营企业的投资收益(万元),-108,-1298,-577,-354,--,245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业利润(万元),11098,12797,3815,2283,-1478,10435,5743,2461,1099,9910,3461,1627,8471,1083,7237,1511,6201,1161,5632,756,3270,463,2687,409,
营业外收入(万元),0,259,122,117,31,538,280,74,17,584,260,194,168,35,608,39,309,97,82,66,306,1,142,5,
营业外支出(万元),6,89,14,6,--,86,99,0,--,1,1,1,0,0,4,1,0,0,0,0,21,21,2,2,
非流动资产处置损失(万元),--,--,14,6,--,9,0,0,1,--,--,1,0,0,2,1,0,--,0,--,0,--,--,--,
利润总额(万元),11092,12967,3923,2394,-1447,10887,5924,2535,1116,10493,3720,1820,8638,1118,7841,1548,6510,1258,5714,822,3556,443,2826,413,
所得税费用(万元),-53,1946,566,399,181,986,925,380,167,1478,639,382,1214,168,1114,229,865,163,740,108,448,60,322,99,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
净利润(万元),11145,11021,3356,1996,-1628,9901,5000,2154,948,9015,3081,1438,7425,950,6727,1319,5645,1095,4975,714,3108,384,2505,314,
归属于母公司所有者的净利润(万元),11587,10454,3066,1728,-1713,9696,4871,2154,948,9015,3081,1438,7425,950,6727,1319,5645,1095,4975,714,3108,384,2505,314,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
少数股东损益(万元),-442,567,291,268,85,205,128,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
基本每股收益,0.36,0.35,0.1,0.06,-0.06,0.35,0.17,0.07,0.03,0.39,0.14,0.13,0.72,0.09,0.65,0.15,0.56,0.13,0.64,0.09,0.48,0.06,0.38,0.05,
稀释每股收益,0.36,0.35,0.1,0.06,-0.06,0.35,0.17,0.07,0.03,0.39,0.14,0.13,0.72,0.09,0.65,0.15,0.56,0.13,0.64,0.09,0,0.06,0.38,0.05,
