报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),55461,38086,78079,50843,86224,82181,79836,
营业收入(万元),55461,38086,78079,50843,86224,82181,79836,
利息收入(万元),0,--,--,0,--,--,--,
已赚保费(万元),0,--,--,0,--,--,--,
手续费及佣金收入(万元),0,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),48834,33577,68562,44817,73670,71917,70517,
营业成本(万元),38712,25989,51869,33990,58288,56487,57232,
利息支出(万元),0,--,--,0,--,--,--,
手续费及佣金支出(万元),0,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),0,--,--,0,--,--,--,
赔付支出净额(万元),0,--,--,0,--,--,--,
提取保险合同准备金净额(万元),0,--,--,0,--,--,--,
保单红利支出(万元),0,--,--,0,--,--,--,
分保费用(万元),0,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),394,325,709,361,667,483,588,
销售费用(万元),5360,4184,8854,5330,8269,7188,7042,
管理费用(万元),4371,2885,6487,4754,6430,6819,5154,
财务费用(万元),-239,-101,-250,-258,-665,-339,-617,
资产减值损失(万元),236,295,893,640,681,1278,1118,
公允价值变动收益(万元),0,--,--,0,--,--,--,
投资收益(万元),450,427,318,165,242,70,87,
对联营企业和合营企业的投资收益(万元),0,--,--,0,--,--,--,
汇兑收益(万元),0,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),7077,4936,9835,6192,12795,10334,9405,
营业外收入(万元),726,528,1041,918,468,363,198,
营业外支出(万元),97,83,262,267,105,247,122,
非流动资产处置损失(万元),12,12,57,57,14,1,10,
利润总额(万元),7706,5380,10614,6843,13158,10450,9481,
所得税费用(万元),1355,931,1552,1078,1947,1608,1371,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),6351,4449,9062,5764,11210,8842,8110,
归属于母公司所有者的净利润(万元),6351,4449,9062,5764,11210,8842,8110,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),0,--,--,0,--,--,--,
基本每股收益,0.27,0.19,0.39,0.25,0.49,0.38,--,
稀释每股收益,0.27,0.19,0.39,0.25,0.49,0.38,--,
