报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),17439,11793,5881,32568,24561,15816,7702,31164,22489,14739,7145,24896,16431,10778,5035,27990,19843,13305,6007,29038,20133,13038,6054,26680,19248,12911,6779,27272,19177,11594,4976,17273,11127,7171,3410,12711,8985,5779,11560,8502,9762,8001,
营业收入(万元),17439,11793,5881,32568,24561,15816,7702,31164,22489,14739,7145,24896,16431,10778,5035,27990,19843,13305,6007,29038,20133,13038,6054,26680,19248,12911,6779,27272,19177,11594,4976,17273,11127,7171,3410,12711,8985,5779,11560,8502,9762,8001,
利息收入(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),17510,11739,5319,28037,20742,13246,6377,27070,18596,12352,6069,34079,17648,11595,5595,27796,19872,13103,6204,27824,20089,13289,6496,32209,21663,14481,6920,25245,16867,10030,4195,13638,8364,5231,2344,8817,6199,3971,8466,6353,7081,7077,
营业成本(万元),5488,3355,1553,8638,7126,4569,2111,8599,5979,4118,2154,8186,5530,3680,1952,11267,8091,5408,2529,10189,7564,4986,2351,8505,6340,3925,1915,8017,5343,2971,1035,3440,2295,1526,722,2933,2119,1379,3027,2187,2697,3048,
利息支出(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
