报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),1028375,656475,302967,1380690,1026193,652599,315240,1113301,805029,514981,225153,976945,719283,454652,198292,1112823,810203,491160,239048,802186,620393,402325,182647,707477,529253,340316,156987,638971,461087,275660,405022,254681,94634,187515,117189,59809,
营业收入(万元),1028375,656475,302967,1380690,1026193,652599,315240,1113301,805029,514981,225153,976945,719283,454652,198292,1112823,810203,491160,239048,802186,620393,402325,182647,707477,529253,340316,156987,638971,461087,275660,405022,254681,94634,187515,117189,59809,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),970241,622426,290824,1345324,1005814,649803,320165,1070376,768413,490329,213732,953135,699949,443221,194968,1070239,770880,470257,230324,784359,604727,391519,177236,691750,515969,333449,155525,627384,451750,269451,392588,240500,89409,184672,109034,58556,
营业成本(万元),831842,535226,250675,1153312,868725,567383,279440,899886,645991,415229,179686,791134,585386,369741,165190,907686,670171,412170,203456,698856,545856,358578,162223,638206,483481,314225,146084,595393,430476,256093,371191,222148,82110,171139,101139,54109,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),14960,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5994,3189,1490,7084,5341,2473,1572,5965,3126,2252,307,2229,1655,1021,222,1173,1066,693,17,2134,1650,859,340,1308,608,283,4,167,137,89,144,495,205,133,190,12,
销售费用(万元),66054,40617,18393,87010,61814,33578,18147,74209,56799,34634,15094,69467,50999,31355,8662,76726,44460,23183,10006,44437,28841,14254,6211,22912,12311,7098,2835,11713,7607,4472,9574,7245,2456,4617,2806,1522,
管理费用(万元),28628,26540,12465,59712,43138,29722,15304,62762,44576,27428,13392,56265,40241,26741,13786,54544,36597,20966,10880,19486,14730,9341,4442,17350,11358,7346,4174,12985,8984,5447,8794,6730,2796,6219,2520,1416,
财务费用(万元),19468,13572,7403,30255,22859,13135,5633,16148,9938,6958,4263,28857,18893,12385,7092,26591,17860,12522,5959,18078,12058,6923,4021,10759,8240,4546,2428,6010,3721,2524,2591,3227,1742,2270,2319,1506,
资产减值损失(万元),3296,3282,398,7952,3938,3513,70,11406,7982,3828,990,5183,2775,1977,17,3520,725,722,6,1368,1593,1562,-0,1215,-28,-49,--,1117,825,825,295,653,99,295,60,-8,
公允价值变动收益(万元),-30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1847,792,602,1552,15,15,8,81,35,13,--,--,--,--,--,401,1130,1130,-195,8498,5835,3567,1790,1389,372,--,--,--,--,--,11,-15,--,--,-1,-71,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1953,1953,628,--,5822,3554,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),62725,36754,13590,37592,20442,2828,-4918,43006,36652,24666,11421,23810,19334,11431,3324,42986,40453,22033,8529,26325,21501,14374,7202,17116,13656,6867,1463,11587,9336,6209,12445,14167,5225,2843,8153,1181,
营业外收入(万元),739,561,305,1554,5052,1851,476,3348,2157,1467,801,3081,1838,1432,139,6078,3916,2939,2377,3077,1620,1089,649,1364,538,361,94,1448,967,494,619,501,142,454,123,147,
营业外支出(万元),233,121,79,3919,3857,1310,276,3386,1210,836,238,870,396,42,22,917,249,154,97,649,568,353,8,72,34,1,0,109,--,--,37,15,15,14,3,3,
非流动资产处置损失(万元),--,--,--,--,3440,1132,146,2147,794,642,219,667,280,9,6,449,15,3,--,463,436,221,6,39,32,0,--,108,--,--,--,--,--,--,2,--,
利润总额(万元),63230,37194,13816,35227,21637,3369,-4717,42967,37600,25297,11985,26021,20776,12821,3441,48147,44119,24818,10809,28753,22553,15109,7843,18408,14159,7228,1556,12926,10304,6703,13026,14653,5352,3283,8273,1326,
所得税费用(万元),10570,4621,1329,3605,3396,1213,652,5846,6025,3991,2310,6294,4395,1823,-26,13744,13964,5118,1119,5331,3150,2037,1159,2478,2298,1402,424,2431,1920,1394,1700,2215,904,652,2944,-11,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),52660,32572,12487,31622,18241,2156,-5370,37122,31575,21306,9674,19727,16381,10998,3467,34403,30155,19700,9690,23422,19403,13072,6684,15930,11861,5825,1132,10495,8384,5308,11326,12438,4448,2630,5329,1337,
归属于母公司所有者的净利润(万元),51719,31819,12035,32989,18129,1922,-5072,36225,30582,20791,9516,19320,15513,10495,3195,33332,29656,19755,9647,24485,19843,13011,6400,16029,12016,5825,1132,10495,8384,5308,11326,12438,4448,2630,5329,1339,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),941,754,451,-1366,113,234,-298,897,993,515,159,407,869,503,272,1071,499,-55,43,-1063,-440,61,284,-99,-156,--,--,--,--,--,--,--,--,--,--,-3,
基本每股收益,0.19,0.12,0.04,0.14,0.08,0.01,-0.02,0.16,0.13,0.09,0.09,0.19,0.15,0.1,0.06,0.74,0.67,0.44,0.22,0.65,0.52,0.34,0.17,0.42,0.32,0.15,0.03,0.32,0.22,0.19,0.4,0.52,0.22,0.13,0.36,0.12,
稀释每股收益,0.19,0.12,0.04,0.14,0.08,0.01,-0.02,0.16,0.13,0.09,0.09,0.19,0.15,0.1,0.06,0.74,0.67,0.44,0.22,0.65,0.52,0.34,0.17,0.42,0.32,0.15,0.03,0.32,0.22,0.19,0.4,0.52,0.22,0.13,0.36,0.12,
