报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),1315207,850208,365381,1511091,1035246,609424,239676,1184485,770830,491559,169010,495317,289173,176276,79117,305344,219609,125410,30611,119297,85431,55660,27685,118321,90908,62046,29211,136854,98298,59510,27597,87173,54644,31669,15401,57916,41873,28250,12255,80491,65991,41577,16841,52999,36458,24252,44005,39708,25958,
营业收入(万元),1315207,850208,365381,1511091,1035246,609424,239676,1184485,770830,491559,169010,495317,289173,176276,79117,305344,219609,125410,30611,119297,85431,55660,27685,118321,90908,62046,29211,136854,98298,59510,27597,87173,54644,31669,15401,57916,41873,28250,12255,80491,65991,41577,16841,52999,36458,24252,44005,39708,25958,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,
营业总成本(万元),1214481,796721,342959,1406381,947460,562113,223169,1097298,710356,458711,161346,477887,271284,167080,75893,290519,207906,117712,27508,126599,93241,58908,28985,121424,93199,61599,28566,123640,88850,55568,25144,78114,50729,29104,13952,51601,38959,26232,11734,62227,47376,30952,14564,45144,33157,21546,38063,31678,21608,
营业成本(万元),1074558,705341,303513,1252268,851754,502419,197469,983917,642577,416547,141713,406648,240309,147131,67026,257553,185701,105225,23982,109940,79367,51811,25992,109168,83847,54991,25220,111176,79296,48617,22206,68203,43706,24689,12142,45587,34249,23371,10598,54419,41856,27594,12793,40769,29200,19072,33705,27826,19195,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,
