报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),129463,87934,58000,23606,111225,73700,47508,21265,108997,68696,42831,21792,85295,50477,29604,12682,49117,33719,20938,10499,42496,30719,19319,7902,33428,24467,15338,7284,35011,27101,17013,6028,31045,22940,14135,6898,23249,14773,3495,22203,17422,
营业收入(万元),129463,87934,58000,23606,111225,73700,47508,21265,108997,68696,42831,21792,85295,50477,29604,12682,49117,33719,20938,10499,42496,30719,19319,7902,33428,24467,15338,7284,35011,27101,17013,6028,31045,22940,14135,6898,23249,14773,3495,22203,17422,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),117086,77976,51235,22351,101765,65246,42020,19574,90867,58796,36510,19502,72846,43630,25980,10190,40403,26726,15757,8061,32549,22625,14264,5893,25447,18215,11530,5426,24695,18747,11820,4141,21094,15328,9349,4462,16800,10572,2783,17417,13077,
营业成本(万元),74170,50328,32463,13490,63623,42291,27454,12411,58190,39381,24286,13178,48854,30325,18264,7565,28825,19827,12038,6164,25406,18436,11488,4561,20085,14377,9127,4567,21365,16604,10658,3928,17399,12910,7884,3751,13200,8337,2003,14687,11144,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
