报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),13645,8458,4034,28839,20556,18347,12014,17141,9376,5267,1758,13906,9436,6385,3647,27481,20315,13995,5737,30407,22268,13749,6008,24686,18247,12074,5359,18689,13276,7934,13093,9557,7465,
营业收入(万元),13645,8458,4034,28839,20556,18347,12014,17141,9376,5267,1758,13906,9436,6385,3647,27481,20315,13995,5737,30407,22268,13749,6008,24686,18247,12074,5359,18689,13276,7934,13093,9557,7465,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),13508,8475,4291,27960,20463,16883,10797,26666,15937,9271,4143,23859,16003,10137,5004,26104,17458,11939,4949,21505,15369,9292,4416,17339,12838,8426,4147,13128,9219,5733,8857,6586,5315,
营业成本(万元),7169,4479,1976,16810,12454,10954,7573,10719,5637,2855,1137,8367,5186,3306,1984,14067,9846,7044,2740,13030,9378,5674,2569,10154,7691,4987,2254,7844,5413,3188,5422,4539,3632,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1805,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),215,169,36,502,347,275,124,167,55,41,24,94,57,42,22,239,176,140,58,376,270,168,76,284,203,125,50,190,131,70,126,106,44,
销售费用(万元),1881,1135,624,2746,2242,1532,885,4384,2873,1943,927,6026,4379,2665,985,5357,3331,2057,995,4975,3621,2199,977,4590,3218,2181,1020,2846,1999,1343,1736,1020,815,
管理费用(万元),1829,2503,1346,4861,3675,2490,1325,6221,4667,3214,1454,6994,5101,3470,1658,5693,3560,2349,1104,3116,2150,1434,746,2651,1857,1304,747,2039,1496,1058,1475,846,640,
