报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),393347,275495,165735,69988,103610,30515,21595,5834,70181,43950,29535,15240,84850,51642,27572,13190,51756,25633,20771,13212,63035,42323,27141,10665,46698,30779,17762,6963,35647,20015,12146,4186,27321,13460,8244,2956,17283,10441,7499,16088,10131,17485,15516,
营业收入(万元),392152,274634,165197,69988,103414,30515,21595,5834,70181,43950,29535,15240,84850,51642,27572,13190,51756,25633,20771,13212,63035,42323,27141,10665,46698,30779,17762,6963,35647,20015,12146,4186,27321,13460,8244,2956,17283,10441,7499,16088,10131,17485,15516,
利息收入(万元),1196,861,537,--,196,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业总成本(万元),350255,253927,149509,61591,98462,35634,25647,8064,77714,47604,31254,15411,84054,51644,27862,13149,53277,27790,21424,12848,70149,41739,25905,10122,41041,26925,16301,6852,31395,17034,10351,4091,22571,10763,6846,2980,13079,8533,6043,12045,8298,13444,11631,
营业成本(万元),255471,185713,108049,45029,69446,26555,19378,5219,60720,36608,24267,11964,68280,41486,20842,9645,39690,19723,16468,9729,48258,31775,19518,7349,28176,18534,11084,4507,20690,10605,6661,2364,16132,6750,4843,1955,8653,4925,3852,8455,5383,9300,8368,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
研发费用(万元),12498,4415,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业税金及附加(万元),1346,768,455,131,423,96,121,79,682,475,415,255,927,783,243,64,515,291,256,95,990,802,466,172,730,474,325,151,461,183,72,10,138,28,18,13,47,24,10,17,8,16,36,
销售费用(万元),25047,19204,9473,4321,6570,2425,1663,737,3796,2528,1631,854,3872,2740,1873,1039,3933,2585,1804,836,3832,2502,1579,690,3037,1798,1183,562,2512,1678,947,366,1918,1355,645,276,1210,1064,739,1128,969,1477,795,
管理费用(万元),43599,38080,27151,10534,17962,4695,3381,1659,8559,5995,3952,1764,6235,4323,3015,1633,5919,4193,2789,1104,6386,4410,2918,1259,6451,4227,2675,1190,5694,3448,2123,1096,3536,2076,1102,624,2513,1901,1012,1718,1391,2361,1713,
财务费用(万元),5200,3814,2717,1524,3049,1728,1156,583,2658,1621,987,548,3690,1708,1397,720,3326,999,107,1084,3259,2250,1424,653,2244,1892,1034,442,1805,1121,547,255,729,554,237,111,656,628,440,723,545,348,709,
资产减值损失(万元),7095,1933,1665,53,1013,135,-52,-213,1299,377,2,26,1050,605,492,48,-108,--,--,--,7424,--,--,--,402,--,--,--,233,--,--,--,118,--,--,--,-0,-9,-9,3,2,-58,10,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,7,--,--,--,1,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),1187,496,227,75,492,224,207,336,7606,582,677,294,845,687,--,--,1642,1527,2056,16,300,1828,110,25,1,1,1,1,-54,1,0,--,-152,--,--,--,--,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),974,273,26,-30,358,165,146,273,509,--,474,--,154,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业利润(万元),49000,24136,18102,8523,5877,-4825,-3825,-1894,73,-3072,-1042,123,1641,684,-290,42,122,-629,1402,380,-6814,2413,1345,568,5658,3855,1462,111,4205,2981,1796,95,4599,2697,1399,-24,4203,1908,1456,4042,1833,4041,3885,
营业外收入(万元),798,742,216,168,28,126,124,19,602,365,365,191,2018,2024,2022,339,1413,849,402,39,695,583,351,66,683,503,451,96,280,145,75,54,386,343,299,159,569,514,268,308,257,477,146,
营业外支出(万元),9185,453,448,314,104,40,30,29,39,10,7,--,1860,76,74,--,81,2,0,--,3,2,2,0,8,2,2,1,14,13,4,1,17,0,0,--,33,3,3,7,5,0,5,
非流动资产处置损失(万元),--,--,--,--,--,11,0,--,12,5,5,--,1687,0,0,--,19,--,--,--,--,--,--,--,0,0,0,--,11,--,--,--,--,--,--,--,3,3,3,0,0,0,3,
利润总额(万元),40614,24425,17870,8376,5800,-4739,-3731,-1904,635,-2716,-684,313,1799,2632,1658,381,1454,217,1805,419,-6122,2994,1694,634,6333,4355,1911,206,4472,3113,1867,148,4968,3040,1698,135,4739,2418,1720,4343,2085,4517,4026,
所得税费用(万元),8824,3572,3713,1349,808,373,290,243,1090,85,76,137,136,656,522,228,122,200,175,110,-538,458,231,124,806,523,225,48,577,385,299,7,515,337,163,1,491,273,228,541,197,313,254,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
净利润(万元),31789,20853,14158,7028,4992,-5112,-4021,-2147,-455,-2801,-760,176,1663,1977,1136,152,1332,17,1630,309,-5585,2536,1463,510,5526,3832,1686,159,3895,2729,1567,142,4453,2703,1535,134,4248,2145,1492,3802,1888,4204,3772,
归属于母公司所有者的净利润(万元),10003,6087,3625,1744,-2435,-5150,-4045,-2128,254,-2643,-575,274,2314,2662,1699,504,1901,448,1845,493,-5380,2751,1520,533,5625,3869,1685,170,3954,2785,1624,173,4485,2703,1535,134,4248,2145,1492,3802,1888,4204,3772,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
