报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),92455,47324,194861,132115,83906,38684,187249,114032,74132,36394,185576,118157,76003,33228,194525,161144,113226,52637,186196,125781,78833,42502,137138,89834,48703,24384,107243,74155,46874,22147,82386,30629,69924,68102,56074,
营业收入(万元),92455,47324,194861,132115,83906,38684,187249,114032,74132,36394,185576,118157,76003,33228,194525,161144,113226,52637,186196,125781,78833,42502,137138,89834,48703,24384,107243,74155,46874,22147,82386,30629,69924,68102,56074,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),90607,45365,183487,122467,78182,35310,173693,106927,68890,34030,169782,108607,70446,32214,179051,142098,98076,45986,160692,107638,68202,36378,118620,76580,42345,21681,92215,64483,40801,19399,69762,26182,58621,58596,49297,
营业成本(万元),69673,35683,142750,96036,61198,26892,134629,80270,51137,25345,134040,85390,54883,24682,140501,120021,83682,39833,136572,92016,57748,30717,102893,68415,38585,19913,83494,57850,36390,17155,62914,23437,53433,54440,45941,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
