报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),9511,34175,25159,16459,8045,28796,19946,13676,6714,23999,16864,11975,6393,29607,21796,15004,7795,30343,--,14934,7176,30571,31697,27220,18819,
营业收入(万元),9511,34175,25159,16459,8045,28796,19946,13676,6714,23999,16864,11975,6393,29607,21796,15004,7795,30343,--,14934,7176,30571,31697,27220,18819,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),9114,34109,24250,16010,7697,28406,20451,14285,7235,29126,18833,13349,6318,27817,19969,13567,6903,27265,--,13066,6318,26464,26992,23381,16582,
营业成本(万元),7270,25569,18500,12322,5948,21349,14951,10604,5287,18777,13024,9220,4482,21256,15226,10436,5143,20489,--,9625,4541,19179,19699,17005,12457,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),72,390,177,119,72,332,178,115,69,127,100,80,34,210,135,82,53,251,--,122,50,4,45,34,18,
销售费用(万元),578,2404,1727,1136,535,1945,1402,926,376,2219,1298,773,449,1453,1098,708,342,1321,--,685,393,1537,1622,1283,988,
管理费用(万元),710,4286,3098,1978,943,3996,3489,2231,1293,4604,3401,2517,1045,3344,2312,1561,915,3376,--,1695,974,4352,4301,3716,2391,
财务费用(万元),455,1049,630,335,217,469,347,425,209,1309,1068,683,308,1449,1140,741,394,1683,--,794,361,1172,1272,1163,565,
资产减值损失(万元),28,411,118,119,-18,316,84,-16,--,2091,-58,77,0,105,58,38,55,145,--,147,--,221,53,180,162,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3,3,
投资收益(万元),--,28,20,20,--,30,2,2,--,15,7,7,0,19,20,13,6,26,--,14,15,31,22,25,19,
对联营企业和合营企业的投资收益(万元),--,12,4,4,--,13,2,2,--,15,7,7,0,19,20,13,6,26,--,14,15,31,22,20,1,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),397,1025,929,470,348,419,-502,-608,-521,-5112,-1962,-1367,75,1809,1847,1450,897,3104,--,1882,873,4138,4727,3861,2258,
营业外收入(万元),85,25,19,--,380,547,874,158,107,125,83,57,25,446,94,76,36,1120,--,323,93,496,482,299,471,
营业外支出(万元),2,111,64,64,2,22,10,7,4,66,65,1,1,35,18,1,1,173,--,5,5,1,27,72,6,
非流动资产处置损失(万元),--,--,2,2,--,18,--,3,29,29,--,--,--,22,--,--,--,3,--,--,--,--,1,52,3,
利润总额(万元),479,939,884,406,726,945,362,-458,-418,-5054,-1944,-1310,99,2220,1923,1525,933,4050,--,2199,961,4633,5182,4089,2723,
所得税费用(万元),263,43,240,141,124,117,28,48,-4,258,43,45,56,357,400,322,185,665,--,375,214,687,838,681,384,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),217,896,644,265,602,828,334,-506,-414,-5312,-1987,-1355,44,1862,1523,1203,748,3385,--,1824,747,3946,4344,3407,2339,
归属于母公司所有者的净利润(万元),217,896,644,265,602,828,334,-506,-414,-5312,-1987,-1355,44,1862,1523,1203,748,3385,2431,1824,747,3946,4344,3407,2339,
