报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),343072,965322,614596,378848,174718,488939,348828,216580,105248,402926,319551,211361,105325,435333,--,216618,90358,358527,268573,185399,89351,353346,245954,159966,72733,330249,240299,151008,236961,145315,177674,
营业收入(万元),343072,965322,614596,378848,174718,488939,348828,216580,105248,402926,319551,211361,105325,435333,--,216618,90358,358527,268573,185399,89351,353346,245954,159966,72733,330249,240299,151008,236961,145315,177674,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),254017,743037,482012,295934,140753,479096,351144,221877,109890,435134,323311,210728,103617,423631,--,206686,86414,342487,253686,174788,84084,334745,233351,150915,66883,311153,225391,141719,219648,132248,176872,
营业成本(万元),222607,633333,410262,253724,120470,409158,301383,187188,93609,358410,268980,175201,87186,360926,--,179129,74434,297884,221077,152695,74068,294068,202954,129617,59019,275786,200229,124611,192420,112038,151251,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2478,8476,5706,3580,1570,4001,2085,1415,707,4608,3468,2306,1393,5383,--,2467,797,3642,2966,2015,825,3300,2664,1678,763,2907,1751,1041,1684,855,1574,
销售费用(万元),1470,7932,5614,4142,1999,6363,4136,2160,1072,6658,4571,3619,1800,8653,--,4359,2319,7395,6291,4801,1992,7524,5794,3852,1497,6726,4979,3224,4735,2867,3069,
管理费用(万元),18641,47396,33112,16305,7367,24409,19100,12978,5995,23277,17570,11499,5394,24043,--,11442,5327,20675,14669,9374,4880,20122,15298,11103,4064,18098,13583,9276,14959,10908,8065,
财务费用(万元),4417,32969,23246,15694,7454,34390,24903,16692,7634,30024,22401,15273,7396,21649,--,8534,3581,12154,8383,5497,2340,8523,6033,3949,1524,6165,4229,2846,4898,4773,7731,
资产减值损失(万元),4403,12931,4072,2489,1893,775,-463,1443,873,12158,6321,2829,448,2978,--,755,-44,737,299,406,-20,1208,608,718,16,1472,620,721,953,808,5182,
公允价值变动收益(万元),-81,-1967,-1405,-2007,-2222,2559,-60,-502,1019,-1121,-361,-18,-97,-1443,--,-1141,-386,813,374,--,--,155,133,133,--,-96,13,-21,707,-734,-63,
投资收益(万元),1473,3488,3271,3065,2066,-4814,1839,270,228,831,430,166,30,10697,--,-491,129,18,--,--,--,-171,-168,-168,5,162,453,277,526,-1788,-441,
对联营企业和合营企业的投资收益(万元),--,-10,--,--,--,-49,--,--,--,-17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),90646,225162,134450,83972,33808,7588,-536,-5529,-3394,-32498,-3691,780,1641,20955,--,8300,3686,16871,15261,10611,5268,18585,12568,9016,5855,19161,15374,9545,18545,10545,299,
营业外收入(万元),41,381,1365,978,353,1667,844,545,200,2715,1666,1354,842,1350,--,167,33,708,484,245,17,1307,605,59,24,1879,1275,827,1667,1027,5750,
营业外支出(万元),219,4625,4087,799,196,638,490,355,120,513,406,239,107,692,--,434,65,412,256,200,75,230,100,114,52,553,372,374,398,416,643,
非流动资产处置损失(万元),--,--,3590,--,164,195,--,--,12,37,--,--,7,227,--,201,--,85,--,--,--,16,--,--,--,35,--,22,131,237,287,
利润总额(万元),90469,220918,131727,84151,33964,8617,-182,-5339,-3314,-30297,-2431,1895,2376,21614,--,8033,3655,17168,15488,10656,5210,19662,13073,8961,5827,20488,16276,9998,19813,11156,5406,
所得税费用(万元),5291,32355,22155,16825,9085,2807,-447,-1690,422,-4890,1072,840,922,7469,--,1175,586,5164,3150,2092,774,3614,2439,1698,775,3053,2201,1553,3901,1074,-403,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),85178,188564,109572,67326,24879,5811,264,-3649,-3736,-25406,-3503,1055,1454,14144,--,6858,3068,12003,12339,8564,4437,16048,10633,7263,5052,17435,14075,8445,15912,10082,5809,
归属于母公司所有者的净利润(万元),85052,189551,109786,67491,25166,6924,1118,-3129,-3491,-24600,-2885,1421,1612,14538,11819,7014,3008,12267,12685,8806,4596,16381,10866,7459,5099,17586,14149,8462,15734,9585,5743,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),126,-988,-214,-165,-287,-1113,-853,-520,-245,-806,-618,-366,-158,-393,--,-156,60,-264,-346,-242,-159,-333,-233,-196,-47,-150,-74,-17,178,497,66,
基本每股收益,1.44,3.2,1.85,1.14,0.42,0.13,0.02,-0.06,-0.07,-0.47,-0.05,0.03,0.03,0.33,--,0.16,--,0.28,0.28,--,--,0.37,--,--,--,0.4,--,0.2,0.4,0.25,0.16,
稀释每股收益,1.44,3.2,1.85,1.14,0.42,0.13,0.02,-0.06,-0.07,-0.47,-0.05,0.03,0.03,0.33,--,0.16,--,0.28,--,--,--,0.37,--,--,--,0.4,--,0.2,0.4,0.25,0.16,
