报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),119748,46102,251183,163474,89785,33313,92004,38730,17244,6682,36444,29066,17254,6973,32884,24394,14218,5507,31546,30379,27982,
营业收入(万元),119748,46102,251183,163474,89785,33313,92004,38730,17244,6682,36444,29066,17254,6973,32884,24394,14218,5507,31546,30379,27982,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),106822,47057,221779,138109,78619,31991,71043,26749,14071,6209,28275,19962,12974,6585,26541,19277,12205,5618,25709,24962,20660,
营业成本(万元),73277,29692,153464,97287,52773,19461,51468,19556,10336,4540,19880,14854,9418,4400,20260,14658,9179,4052,19620,18863,15918,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),492,203,1184,554,276,125,662,214,83,40,205,168,98,42,196,143,81,33,642,924,841,
销售费用(万元),11034,6028,20796,18274,11883,5696,8345,1919,991,452,1237,774,506,332,941,626,389,188,619,508,275,
管理费用(万元),17708,9315,35038,15520,9702,6143,11247,4389,2269,1016,5990,3561,2543,1588,4060,2943,1842,988,3239,2470,2429,
财务费用(万元),3698,1746,4267,2963,1588,564,1541,647,379,155,723,572,394,213,1014,830,654,298,1575,2206,1200,
资产减值损失(万元),614,72,7031,3511,2397,2,-2220,23,12,5,240,32,15,9,70,78,60,60,14,-10,-4,
公允价值变动收益(万元),--,--,64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
