报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),17015,65412,43501,28926,13038,63610,48392,35640,11110,50626,37666,26683,11901,52803,40372,27965,12359,58928,45431,32494,18133,47677,30862,18297,7770,41943,30167,19042,7723,39667,27565,16146,6579,32308,22596,14056,5578,30475,23036,15471,6270,30018,21782,13019,4841,22285,18462,
营业收入(万元),17015,65412,43501,28926,13038,63610,48392,35640,11110,50626,37666,26683,11901,52803,40372,27965,12359,58928,45431,32494,18133,47677,30862,18297,7770,41943,30167,19042,7723,39667,27565,16146,6579,32308,22596,14056,5578,30475,23036,15471,6270,30018,21782,13019,4841,22285,18462,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
营业总成本(万元),15457,55625,36039,23651,11392,57197,43846,32273,10293,46179,33256,23164,10308,47975,34428,23206,10787,56228,42858,31212,17618,48495,30938,18623,8256,41148,28234,17713,7460,37399,25287,14928,6162,28406,19197,11902,4860,26782,19868,13332,5601,25615,18331,10996,4286,19488,17209,
营业成本(万元),11491,42001,26037,17549,8260,41141,31606,24020,6759,32191,23592,16773,7756,36384,27582,18827,8730,45521,35398,25896,15125,38370,24694,14747,6519,33120,22737,14298,5862,29724,20433,11957,4801,23829,16391,10210,4158,23255,17466,11759,4870,22807,16292,9728,3711,17228,14827,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
营业税金及附加(万元),175,952,626,403,166,1006,605,309,117,602,435,298,100,104,106,69,8,227,170,119,78,262,145,53,13,232,237,121,23,118,62,31,14,57,37,25,15,57,44,34,12,84,60,37,20,34,20,
销售费用(万元),707,3598,2454,1617,724,4993,3827,2447,1182,4694,3277,2234,1072,4967,3362,2095,987,4621,3205,2111,909,4137,2682,1642,690,3426,2246,1398,636,3681,2410,1435,625,2900,1947,1251,362,1838,1222,746,336,1288,957,590,264,1068,1056,
管理费用(万元),1269,6062,4326,2789,1346,5923,4413,2852,1308,6272,4554,3003,1232,5692,3531,2305,1205,5094,3976,2991,1505,5413,3444,2220,1046,4362,3027,1906,942,3945,2588,1629,816,2079,1223,778,368,1356,961,618,291,1059,740,478,209,840,834,
财务费用(万元),1850,3046,2177,873,896,2583,2958,2205,927,2255,1289,746,213,-161,-244,-181,-143,-85,-48,-61,1,-119,-37,-49,-12,-121,-14,-12,-3,-267,-217,-134,-94,-494,-378,-339,-43,167,174,175,93,354,231,164,82,286,458,
资产减值损失(万元),-34,-34,420,419,--,1552,436,440,0,165,109,109,-65,989,90,90,0,850,157,157,-0,432,10,10,0,129,2,2,--,197,11,11,--,35,-24,-24,--,109,--,0,0,22,50,--,0,33,15,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
投资收益(万元),914,833,848,381,220,4282,3970,3124,95,598,353,220,70,529,391,285,97,3539,3482,1811,0,-412,-372,-264,-142,44,56,-37,--,--,--,--,--,--,--,--,--,--,--,0,0,-2,0,--,0,0,0,
对联营企业和合营企业的投资收益(万元),914,774,788,381,220,688,376,228,--,602,354,--,--,529,--,--,--,329,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,
