报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),142486,529959,361807,237261,128890,516408,298573,220199,117645,482949,252009,164015,84660,425562,282655,200878,90747,336638,219010,145107,67763,288828,183106,116427,50841,228430,160288,99137,42809,196238,124884,84516,33366,168022,106549,133341,119702,
营业收入(万元),142486,529959,361807,237261,128890,516408,298573,220199,117645,482949,252009,164015,84660,425562,282655,200878,90747,336638,219010,145107,67763,288828,183106,116427,50841,228430,160288,99137,42809,196238,124884,84516,33366,168022,106549,133341,119702,
利息收入(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),141156,504652,359618,238671,127718,489028,295504,221499,116441,464877,246861,163658,83464,407722,273027,193781,89433,320620,209050,137829,65703,275096,173528,109332,49043,215799,151490,93146,41118,186779,118402,80604,32167,160790,103339,129072,114527,
营业成本(万元),116782,413236,299178,195531,109748,415193,240855,184859,99888,401469,205655,136422,72717,355234,237718,170199,79152,278846,183103,121224,58570,244752,154532,96274,41753,188473,132199,79745,35680,165172,103385,70680,27889,141850,90577,113269,102762,
利息支出(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),306,1909,530,240,120,439,-43,-389,381,2823,1311,750,315,2453,1368,929,409,2671,1495,785,230,3644,1864,1539,707,3500,2370,1520,460,3025,1882,1252,508,2447,1336,2207,1739,
销售费用(万元),2251,9863,5942,4122,1710,6622,4731,3224,1522,6390,4224,2762,1127,6782,4877,3191,1338,4536,3000,1850,975,6442,4479,2950,1454,5356,3814,2601,1132,4607,3284,2097,876,4639,3159,4395,3706,
管理费用(万元),20218,71925,47584,34824,14690,60046,43473,29424,14242,49246,33565,22321,9259,40513,28551,18972,8741,32271,20761,13099,6162,19520,13191,8825,5688,18579,13368,9001,4223,13796,9909,6330,3037,10939,8160,8301,4772,
财务费用(万元),778,1457,2774,1595,848,1787,1667,899,407,780,592,58,37,-96,-164,-251,-206,-764,-629,-449,-234,-1299,-1088,-807,-555,-1865,-1390,-856,-376,-1138,-728,-424,-141,70,53,65,326,
资产减值损失(万元),822,6262,3610,2358,603,4941,4821,3480,0,4170,1514,1344,8,2837,678,741,--,3059,1320,1320,0,2038,550,550,-3,1756,1129,1134,--,1318,670,670,-2,843,56,834,1222,
公允价值变动收益(万元),6,--,--,0,0,0,--,--,0,0,--,0,0,0,--,0,--,--,0,--,0,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,
投资收益(万元),-185,59,-322,-343,-141,-5,-970,-665,-232,148,-435,-282,-47,210,-320,-208,-25,192,-138,-194,-31,100,13,-4,30,350,116,53,--,160,86,161,-13,-49,-26,-70,939,
对联营企业和合营企业的投资收益(万元),-185,-169,-322,-343,-141,-19,-970,-665,-232,112,-435,-282,-47,199,-352,-238,-41,183,-138,-194,-31,179,49,32,30,241,116,--,--,160,--,--,--,-49,--,-76,1,
汇兑收益(万元),--,--,--,0,0,0,223,167,0,0,--,0,0,0,--,0,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
