报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),18643,90599,57800,37597,17519,73885,47957,32500,13515,55994,28691,15795,7732,38882,22909,16896,4774,17650,10411,7202,3275,15124,10973,7151,3803,16054,12386,8584,3816,17809,11699,8003,4284,17589,12591,7458,4171,15861,10191,12735,7640,3769,
营业收入(万元),18643,90599,57800,37597,17519,73885,47957,32500,13515,55994,28691,15795,7732,38882,22909,16896,4774,17650,10411,7202,3275,15124,10973,7151,3803,16054,12386,8584,3816,17809,11699,8003,4284,17589,12591,7458,4171,15861,10191,12735,7640,3769,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
营业总成本(万元),16813,83923,49170,31308,14751,62812,39654,26610,10804,48374,25812,14331,7138,33207,19252,13907,4134,14570,8568,5618,2249,12022,8429,5377,2716,13220,9332,6551,2490,14089,9000,6286,3039,14445,9813,5820,3056,12161,7953,10013,5297,2948,
营业成本(万元),11131,57963,34597,22135,10816,47398,28693,19514,7648,36141,18513,10135,5316,23534,13188,9651,2551,9574,5088,3450,1564,8017,6062,3628,2015,9987,6762,5150,2224,10851,7585,5497,2728,11313,8334,4880,2625,10091,6549,8535,4020,2486,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
研发费用(万元),1213,6209,3324,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
营业税金及附加(万元),43,511,318,212,47,521,280,204,53,330,153,89,38,187,97,54,3,33,26,17,9,31,9,6,4,30,104,74,42,187,65,23,9,84,36,6,3,58,32,138,136,4,
销售费用(万元),731,3016,2040,1364,701,2329,1434,968,432,1979,1217,732,424,2112,1176,769,270,971,651,417,169,794,482,329,164,1252,879,425,135,966,799,429,76,544,512,313,109,353,226,218,124,96,
管理费用(万元),3499,11376,7688,6457,2836,11136,7711,5110,2389,7638,4831,2964,1249,5371,3367,1971,660,3163,2086,1756,624,2999,1666,1081,503,2661,1600,1029,477,1914,1115,709,330,2096,824,547,278,1411,959,981,794,382,
