报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),48978,28709,14461,54741,39748,25276,12711,47662,33308,44294,21753,37575,30111,33615,
营业收入(万元),48978,28709,14461,54741,39748,25276,12711,47662,33308,44294,21753,37575,30111,33615,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),39329,23185,11196,42512,31265,19877,9623,37974,26609,36233,17869,30493,25445,27042,
营业成本(万元),30490,17700,8606,31229,22805,14303,7052,28300,19985,26885,13488,23058,19257,20554,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),526,350,188,636,291,164,180,332,207,339,143,331,252,317,
销售费用(万元),1120,463,163,1405,1160,893,419,1205,871,715,298,482,379,490,
管理费用(万元),6715,4385,2206,8462,6258,4054,1913,7896,5672,8015,3800,5927,5613,5483,
财务费用(万元),415,224,33,116,166,91,58,-67,-203,91,-34,243,-70,175,
资产减值损失(万元),62,65,--,664,586,372,--,307,76,189,173,453,14,23,
公允价值变动收益(万元),--,--,--,-7,-7,-7,-7,7,7,--,--,--,--,--,
投资收益(万元),949,590,27,19,11,9,5,7,6,44,34,22,10,14,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),11483,6879,3293,12242,8487,5401,3087,9703,6712,8106,3919,7103,4677,6587,
营业外收入(万元),58,0,328,1345,1253,516,90,1231,614,723,440,483,496,381,
营业外支出(万元),4,--,--,31,12,1,--,71,64,71,55,66,128,58,
非流动资产处置损失(万元),4,--,--,16,11,--,--,46,46,48,43,5,85,19,
利润总额(万元),11537,6879,3621,13556,9728,5916,3177,10863,7262,8758,4304,7521,5044,6910,
所得税费用(万元),1721,1023,543,1860,1441,874,477,1454,1077,1172,728,1003,736,983,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9816,5856,3078,11696,8287,5042,2700,9409,6185,7586,3577,6518,4308,5926,
归属于母公司所有者的净利润(万元),9816,5856,3078,11696,8287,5042,2700,9409,6185,7586,3577,6514,4312,5923,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,-2,-2,25,-32,26,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,-0,-0,4,-4,4,
基本每股收益,0.5,0.31,0.17,0.78,0.55,0.34,0.18,0.63,0.41,0.51,0.24,--,--,--,
稀释每股收益,0.5,0.31,0.17,0.78,0.55,0.34,0.18,0.63,0.41,0.51,0.24,--,--,--,
