报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),4778,63839,55447,39591,16100,52114,46623,29286,10728,58534,55832,35344,11784,57631,53107,36623,60689,75982,50543,
营业收入(万元),4778,63839,55447,39591,16100,52114,46623,29286,10728,58534,55832,35344,11784,57631,53107,36623,60689,75982,50543,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),6513,60520,49588,35193,14485,49166,40945,25463,9367,52033,46820,29698,9347,45171,39936,27313,45053,56518,38199,
营业成本(万元),4638,48287,41608,29610,12749,38421,34829,21818,8205,43990,41457,26874,8396,40029,36648,25177,40883,51284,34205,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),9,404,194,187,8,456,96,62,11,59,56,36,12,59,53,37,96,236,132,
销售费用(万元),289,2754,1918,1352,264,2241,1227,736,130,2818,1135,632,184,1388,516,537,1221,1983,1616,
管理费用(万元),1561,8052,5513,3693,1549,7095,4497,2631,1052,5558,4309,2394,906,4128,2879,1729,3491,3820,3191,
财务费用(万元),228,-315,-281,-218,-130,-214,-167,-102,-68,-451,-327,-255,-147,-452,-182,-181,-634,-747,-282,
资产减值损失(万元),-212,1338,636,568,46,1166,463,319,38,60,191,17,-4,19,21,14,-4,-57,-664,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),54,715,545,333,147,1480,1253,857,538,2430,1901,1144,396,1619,1302,860,1235,1227,617,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-1668,4051,6403,4731,1761,4429,6931,4679,1898,8931,10913,6791,2833,14078,14473,10170,16871,20691,12961,
营业外收入(万元),134,570,362,188,71,1204,747,569,377,392,315,123,60,762,249,119,1054,92,121,
营业外支出(万元),0,65,59,38,25,148,87,60,43,64,34,14,14,90,80,56,115,63,190,
非流动资产处置损失(万元),--,--,5,5,--,7,4,4,--,0,0,--,--,0,0,0,1,30,9,
利润总额(万元),-1534,4556,6706,4881,1807,5484,7592,5188,2232,9260,11194,6900,2879,14751,14642,10232,17810,20720,12893,
所得税费用(万元),-15,821,1066,768,310,996,1238,820,343,1316,1656,1060,436,2140,2198,2508,2636,3099,2102,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-1519,3734,5640,4113,1497,4489,6354,4367,1890,7943,9538,5840,2444,12610,12444,7724,15173,17621,10791,
归属于母公司所有者的净利润(万元),-1421,2529,5024,3922,1447,3321,5250,3646,1890,7943,9538,5840,2444,12610,12444,7724,15173,17621,10791,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-99,1205,616,191,50,1168,1104,721,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,-0.07,0.1,0.19,0.19,0.07,0.17,0.26,0.18,0.09,0.43,0.48,0.35,0.16,0.84,0.83,0.51,1.01,1.17,0.72,
稀释每股收益,-0.07,0.1,0.19,0.19,0.07,0.17,0.26,0.18,0.09,0.43,0.48,0.35,0.16,0.84,0.83,0.51,1.01,1.17,0.72,
