报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),27507,18583,9677,35923,23702,15970,8242,29771,20770,7103,23671,18948,14725,
营业收入(万元),27507,18583,9677,35923,23702,15970,8242,29771,20770,7103,23671,18948,14725,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),23962,16146,8253,29509,20011,13681,6867,24310,17214,5830,19482,16276,13219,
营业成本(万元),18199,12263,6279,22541,15260,10362,5104,18113,12722,4262,14168,11343,9246,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),250,168,99,343,169,109,50,200,141,45,149,153,72,
销售费用(万元),1997,1405,713,2417,1617,1173,623,2011,1437,411,1212,975,806,
管理费用(万元),3481,2321,1143,3990,2887,2018,1038,3682,2701,943,3285,2680,2556,
财务费用(万元),36,11,12,-95,1,-10,25,59,109,100,590,594,479,
资产减值损失(万元),-1,-22,7,312,78,28,27,244,104,69,78,532,60,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),115,41,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3660,2478,1424,6414,3691,2289,1375,5461,3556,1273,4189,2672,1506,
营业外收入(万元),269,52,14,145,125,90,41,214,189,51,317,583,482,
营业外支出(万元),2,1,1,34,28,21,14,84,75,17,31,23,21,
非流动资产处置损失(万元),--,--,--,1,1,0,--,3,3,--,--,--,-7,
利润总额(万元),3927,2529,1438,6526,3788,2358,1402,5591,3671,1307,4474,3232,1967,
所得税费用(万元),677,419,259,1057,592,378,232,897,616,208,715,557,309,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3249,2109,1179,5469,3196,1980,1170,4694,3054,1099,3759,2674,1658,
归属于母公司所有者的净利润(万元),3287,2136,1200,5535,3238,1998,1157,4787,3111,1118,3747,2740,1671,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-37,-27,-21,-66,-42,-18,13,-93,-57,-19,13,-66,-13,
基本每股收益,0.19,0.12,0.16,0.82,0.48,0.3,0.17,0.74,0.49,0.19,0.68,0.54,0.33,
稀释每股收益,0.19,0.12,0.16,0.82,0.48,0.3,0.17,0.74,0.49,0.19,0.68,0.54,0.33,
