报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),5653412,3966721,2557704,1048245,5902185,4273896,2781271,1117567,4073359,2771665,1686484,661822,6198552,5316506,3556472,1638037,13455938,10969954,6973589,3635113,20325915,13083788,7697522,3175060,14938845,10296501,6839407,2969650,16205266,11836596,6951416,2844644,13146591,9677846,6345155,2676071,9430568,5351418,3084104,1197445,11320381,9023424,6017717,2210937,8505788,5745136,3738454,1339622,7649143,5530590,3589291,1378145,
营业收入(万元),5653004,3966150,2557511,1048245,5902016,4273730,2781143,1117451,4072668,2771185,1686395,661822,6198552,5316506,3556472,1638037,13455938,10969954,6973589,3635113,20325915,13083788,7697522,3175060,14938845,10296501,6839407,2969650,16205266,11836596,6951416,2844644,13146591,9677846,6345155,2676071,9430568,5351418,3084104,1197445,11320381,9023424,6017717,2210937,8505788,5745136,3738454,1339622,7649143,5530590,3589291,1378145,
利息收入(万元),408,406,179,--,169,166,127,116,691,480,89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,164,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
营业总成本(万元),5727426,3984796,2575257,1046159,5926339,4308422,2820236,1149646,4086199,2782779,1698024,664506,6754745,5466150,3615485,1659273,13455923,10994998,7018132,3674768,20298033,13076180,7679559,3167153,15066549,10398534,6891859,2965522,16168962,11725110,6872232,2805251,13114104,9642021,6307255,2656603,9470214,5366774,3080228,1195639,11212843,8753133,5794300,2142179,8368882,5670055,3694549,1318694,7582474,5487472,3566291,1361214,
营业成本(万元),5447550,3818192,2466746,1010918,5690439,4124223,2693020,1080935,3849576,2635894,1596336,620854,6022407,5139316,3435586,1583126,13078845,10733971,6842044,3598426,20023358,12902689,7574510,3108916,14785868,10203177,6753402,2904921,15848767,11512885,6725907,2759853,12808459,9416066,6119585,2613536,9217142,5248525,3021030,1154176,10686769,8435144,5588033,2080475,8154265,5510228,3578930,1286993,7399672,5355410,3482974,1335561,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
