报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),12509,45372,34492,22138,10671,30817,22949,14362,6830,21056,16106,10742,5424,20201,15639,10007,4574,17804,13597,8955,4374,18257,14006,8730,4162,19207,14930,9535,4480,18600,14097,9128,4077,11590,8360,5174,2560,13882,11235,7625,3756,16124,12664,13531,12101,10617,
营业收入(万元),12509,45372,34492,22138,10671,30817,22949,14362,6830,21056,16106,10742,5424,20201,15639,10007,4574,17804,13597,8955,4374,18257,14006,8730,4162,19207,14930,9535,4480,18600,14097,9128,4077,11590,8360,5174,2560,13882,11235,7625,3756,16124,12664,13531,12101,10617,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),8131,30159,22317,14564,6828,22969,16769,10493,4945,16920,11897,7341,3765,21318,17590,7738,3370,14760,10717,7026,3546,14294,10236,6276,2707,12904,9929,6232,2700,11841,9065,6158,2651,7177,5263,3222,1535,7861,6165,4308,1817,9346,6889,7920,6468,5539,
营业成本(万元),5065,18183,13637,9121,4142,14148,10583,6908,3111,10184,7505,4721,2416,9547,7413,4843,1971,8693,6737,4520,2368,9216,7060,4313,1889,8200,6585,4071,1637,8077,6517,4715,1903,4772,3494,2212,1145,5133,3957,2620,1109,5280,4065,4334,3712,2991,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,
