报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),19013,73937,40692,28270,12751,54858,25477,17585,5029,38845,20713,16037,5241,34833,18996,13367,5942,29207,18480,16116,5667,32198,--,15648,4426,25075,17360,8710,7714,
营业收入(万元),19013,73937,40692,28270,12751,54858,25477,17585,5029,38845,20713,16037,5241,34833,18996,13367,5942,29207,18480,16116,5667,32198,--,15648,4426,25075,17360,8710,7714,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),17056,59168,31638,22283,11031,40165,20058,13157,4055,27326,15229,11465,4037,24718,12679,8588,3675,20282,12708,10815,4003,21157,--,10115,2970,15188,10674,4823,4974,
营业成本(万元),12516,40406,21350,15384,7396,26822,12863,8614,2145,19022,10302,8160,2497,18488,9605,6851,3111,16004,9603,8389,3117,17343,--,8271,2412,12420,8359,3486,3941,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),678,3112,1827,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),295,763,590,514,307,353,309,268,234,499,268,113,45,94,53,46,46,33,13,--,--,387,--,252,199,141,102,7,14,
销售费用(万元),847,2933,1968,1246,628,1818,1273,764,435,1485,984,615,310,1049,609,379,211,889,735,571,195,560,--,314,137,458,380,278,177,
管理费用(万元),1976,9147,6409,4911,2036,8754,4907,3116,1248,5795,3586,2374,1078,4397,2704,1528,679,3427,2435,1614,595,2644,--,1255,427,2094,1622,994,827,
财务费用(万元),829,183,-402,101,782,707,427,231,73,-407,-50,-28,77,-574,-505,-368,-373,-520,-276,-0,95,-131,--,-203,-204,42,162,32,12,
资产减值损失(万元),-85,2622,-105,127,-119,1712,280,164,-81,933,138,230,30,1265,213,151,0,450,198,241,--,353,--,225,--,33,50,26,2,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),37,43,43,43,43,369,359,241,117,0,0,0,0,593,561,485,151,443,88,16,--,--,--,--,--,--,--,--,114,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
