报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),254675,216025,136420,63218,298489,214124,132101,16539,173571,123561,83902,39796,246581,208614,170733,22957,144736,101799,71164,13083,130499,81699,115925,124288,
营业收入(万元),254675,216025,136420,63218,298489,214124,132101,16539,173571,123561,83902,39796,246581,208614,170733,22957,144736,101799,71164,13083,130499,81699,115925,124288,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),405226,231299,140762,68385,299321,213237,130992,22332,173423,121287,81970,41005,171357,130792,93557,24061,137820,95936,66582,16391,125371,78082,108426,112727,
营业成本(万元),292484,200146,120902,57898,262018,190933,115066,15093,142128,100412,68296,34402,134731,106275,75790,17521,107676,76896,53851,11164,96625,63849,83596,90751,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),3237,2185,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2477,1426,1144,237,1936,1028,874,527,1458,205,128,44,4527,3162,3145,6,207,140,122,11,757,363,802,674,
销售费用(万元),5777,4272,2790,1206,6107,4742,3300,1163,5585,4038,2517,1048,5348,3681,2613,1347,5081,2979,2256,864,4444,2647,3647,3337,
管理费用(万元),13992,8568,7798,3668,11926,9555,6152,3099,12392,9858,7056,3508,15355,8434,5664,3367,17591,11002,6810,3176,18467,7712,16183,15517,
财务费用(万元),24452,14602,8119,5109,13580,8286,5952,2868,9228,6622,3742,2148,8998,7331,4454,1820,5613,3999,2619,1176,3494,2429,2949,2643,
资产减值损失(万元),62806,100,9,268,3755,-1307,-352,-418,2632,152,232,-145,2397,1908,1893,--,1652,920,922,--,1585,1082,1248,-196,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),268,253,241,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57,57,23,486,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-148396,-13926,-3519,-4822,679,1916,1647,-5792,148,2274,1932,-1209,75224,77822,77175,-1103,6916,5863,4582,-3308,5185,3675,7523,12047,
营业外收入(万元),567,312,276,109,536,162,77,256,1357,1050,717,549,800,430,331,40,44974,277,258,57,452,284,549,522,
营业外支出(万元),46,44,40,0,228,23,20,20,76,100,96,67,239,17,13,2,40,30,8,0,22,13,50,19,
非流动资产处置损失(万元),--,--,17,--,--,--,--,--,23,48,48,19,200,--,--,--,10,-35,--,--,--,--,45,4,
利润总额(万元),-147874,-13658,-3283,-4712,987,2055,1703,-5556,1429,3223,2553,-727,75786,78235,77493,-1065,51851,6111,4832,-3252,5616,3946,8022,12550,
所得税费用(万元),552,552,323,125,88,457,483,-48,-213,788,682,260,11139,12019,11777,215,8571,1353,1092,14,582,592,1182,1533,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-148426,-14210,-3607,-4837,899,1598,1221,-5508,1642,2436,1871,-987,64647,66217,65717,-1280,43280,4757,3740,-3266,5034,3354,6840,11017,
归属于母公司所有者的净利润(万元),-151074,-16070,-4815,-5327,899,1598,1221,-5508,1642,2436,1871,-987,64647,66217,65717,-1280,43280,4757,3740,-3266,4937,3257,6721,9065,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2648,1860,1209,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96,96,119,1952,
基本每股收益,-1.44,-0.15,-0.05,-0.05,0.01,0.02,0.01,-0.05,0.02,0.02,0.02,-0.01,0.68,0.7,0.69,-0.02,0.84,0.1,0.08,-0.07,0.1,0.07,0.14,0.19,
稀释每股收益,-1.44,-0.15,-0.05,-0.05,0.01,0.02,0.01,-0.05,0.02,0.02,0.02,-0.01,0.68,0.7,0.69,-0.02,0.84,0.1,0.08,-0.07,0.1,0.07,0.14,0.19,
