报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),342666,208378,119031,47806,185616,131546,83801,27295,143561,94496,66720,17398,121245,81501,55316,23910,121060,84665,53076,22342,99234,72877,45579,18446,80207,53307,32388,11186,60443,38464,25738,58159,48457,35876,
营业收入(万元),342666,208378,119031,47806,185616,131546,83801,27295,143561,94496,66720,17398,121245,81501,55316,23910,121060,84665,53076,22342,99234,72877,45579,18446,80207,53307,32388,11186,60443,38464,25738,58159,48457,35876,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),331115,196460,113982,49588,175972,118703,72600,25065,116255,72844,51136,14593,87740,56419,35315,14548,81494,54025,33970,14747,54440,40630,25693,11402,45329,30237,19369,7620,31707,21407,14674,29089,21520,15118,
营业成本(万元),148916,75371,44432,16472,65779,39616,16368,5765,37088,26780,19241,5413,39942,25898,17357,6764,36645,24016,15395,6968,26870,19667,11716,4870,20431,14494,9249,3698,20095,13011,9113,19970,14087,10949,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),20422,10436,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5389,3344,2145,754,3000,2031,1416,400,2298,1122,714,119,1548,1017,709,316,1658,1120,729,297,1451,1137,790,326,897,576,317,20,803,411,259,779,526,328,
销售费用(万元),132746,93723,51031,23619,75438,55901,42817,12558,47937,24260,16887,1641,17818,10691,5856,2972,21554,13494,8237,2906,14440,9228,5920,2414,12778,7303,4317,1368,2668,1918,1175,2049,1923,1174,
管理费用(万元),18704,12556,15156,7885,30817,20293,12570,7021,27251,19461,13334,7202,27895,18654,11394,4560,22354,16252,10439,5147,14764,13140,9064,4632,13989,9804,6561,2914,8733,6500,4393,6508,5276,2335,
财务费用(万元),1790,1166,1012,487,1257,785,340,89,434,337,172,195,312,191,58,-10,-864,-867,-809,-556,-3125,-2612,-1787,-840,-2782,-2016,-1151,-380,-646,-418,-249,25,132,134,
资产减值损失(万元),3147,-136,206,370,-317,77,-911,-769,1247,884,789,25,225,-33,-60,-53,148,10,-21,-14,40,71,-11,--,15,76,76,0,54,-16,-16,-241,-424,199,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
