报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),2366569,1503073,981404,361765,1884446,1172329,746466,264861,1332909,796863,494975,178273,1007783,583019,346889,120260,733188,464747,304252,114482,541009,325917,203159,78847,353121,219288,129687,49803,220521,146070,89426,32863,151628,95798,57065,21273,83594,51826,29902,12990,63202,44435,26482,7918,40519,5091,44554,29314,
营业收入(万元),2366569,1503073,981404,361765,1884446,1172329,746466,264861,1332909,796863,494975,178273,1007783,583019,346889,120260,733188,464747,304252,114482,541009,325917,203159,78847,353121,219288,129687,49803,220521,146070,89426,32863,151628,95798,57065,21273,83594,51826,29902,12990,63202,44435,26482,7918,40519,5091,44554,29314,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业总成本(万元),2158161,1370986,878530,340814,1691917,1066654,667784,253218,1190531,720987,439057,169685,888480,519753,310001,113695,641277,409613,262665,98701,448400,269205,168874,67412,292430,185467,109764,44335,187027,123430,75857,29503,127704,83135,49865,19757,74499,47008,27160,12517,55047,37608,23095,7381,32822,5134,42044,25938,
营业成本(万元),1487118,956385,623012,220772,1163949,713501,452004,159589,830333,489683,304679,109281,632673,360451,214525,74706,453543,289337,188981,66651,309342,184526,113876,45532,202441,126636,75671,29807,127305,86609,52615,18984,86015,55634,32995,12323,51155,32013,18163,7766,38654,27091,16561,4949,23846,3084,29480,19397,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
研发费用(万元),228387,151190,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业税金及附加(万元),19238,10401,6269,2010,14163,8329,5402,1858,8511,5129,3043,1197,7870,4404,2735,1221,6141,4127,2853,1285,5515,2897,1844,987,2729,1781,946,348,1723,1040,599,238,944,499,359,132,541,343,212,83,393,248,138,58,325,46,240,111,
销售费用(万元),336538,207671,125274,56557,241670,159116,94682,40362,163814,98050,57826,25466,114276,69772,38907,14625,68084,41428,24564,10035,56454,35789,24469,9401,46138,26934,15006,6003,29948,17502,10705,4920,22461,13910,8443,3651,13306,8245,5062,2566,7631,4936,3119,1228,3925,829,4139,2340,
管理费用(万元),63297,47734,113433,46708,230841,159750,101869,47885,183148,118737,68670,31353,123437,82747,50157,22005,107746,71814,43912,20575,69328,41522,25274,10066,38561,27251,15720,7078,26404,16835,10463,4899,17933,12496,7653,3546,9366,6595,4098,2308,9135,5185,3159,1210,4858,1144,6788,3618,
财务费用(万元),-12317,-18972,-2288,12085,16743,10876,4864,986,-8189,-3344,-2209,548,-9004,-6459,-1557,-856,-2173,-2096,-1543,-1114,-2096,-1194,-193,242,-1234,-851,51,-136,-1027,-900,-246,-129,-783,-494,-221,-180,-801,-760,-579,-283,-945,-356,-273,-64,-102,32,192,105,
资产减值损失(万元),35900,16577,12830,2683,24551,15081,8963,2538,12915,12731,7049,1840,19228,8838,5233,1995,7936,5003,3898,1270,9856,5666,3604,1184,3795,3715,2370,1236,2672,2344,1721,591,1134,1089,637,286,933,573,204,77,179,504,391,0,-30,0,1205,367,
公允价值变动收益(万元),-3860,-6486,-4133,269,--,0,--,6,285,285,285,66,-523,-212,12,-179,89,-25,7,15,397,297,99,210,-184,-15,382,51,-93,-219,-124,-81,27,--,--,--,1,--,--,--,-1,--,--,0,--,0,--,--,
投资收益(万元),-7929,-5212,-2087,-1044,-2951,-2123,-1402,-737,664,1028,1278,90,1401,1145,962,596,756,-22,-32,-123,775,330,274,135,-103,-138,-147,-86,-404,-214,-105,--,-0,--,--,--,0,--,--,--,-52,--,--,0,93,0,718,--,
对联营企业和合营企业的投资收益(万元),-3605,-3222,-2557,-1106,-3746,-2834,-1872,-933,166,-1023,-541,-17,72,35,-17,-30,-79,-58,-43,-28,-125,-82,-48,-44,-101,-81,-91,-44,37,-5,-5,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业利润(万元),270007,167166,125145,33043,263227,154708,111722,10912,143327,77189,57481,8744,120182,64200,37862,6981,92757,55088,41562,15673,93782,57339,34658,11779,60405,33670,20158,5433,32997,22207,13340,3280,23951,12663,7200,1516,9097,4818,2741,473,8101,6827,3387,537,7789,-43,3228,3376,
营业外收入(万元),7720,2521,523,213,2263,3508,1768,20027,59209,38236,24861,16088,39228,24367,16235,4665,33565,25041,14472,8497,19335,12369,8741,4365,15487,9216,5631,2121,8650,1552,1404,1096,5148,3022,1645,522,3785,1735,975,171,3204,1625,1138,186,2033,319,2130,1530,
营业外支出(万元),411,253,219,124,1269,1247,171,114,1303,1476,666,328,1585,832,517,207,1037,705,486,239,593,318,183,50,434,288,173,58,312,211,140,58,281,181,140,28,97,92,64,16,194,201,177,2,95,5,111,27,
非流动资产处置损失(万元),--,--,--,--,--,996,51,24,65,44,34,7,10,5,4,--,12,7,5,3,-9,-14,7,3,17,12,9,--,26,--,--,--,17,--,--,--,26,--,--,--,51,--,--,0,40,0,42,--,
利润总额(万元),277316,169434,125449,33133,264221,156969,113318,30825,201234,113949,81676,24504,157825,87734,53581,11439,125284,79424,55547,23931,112524,69390,43215,16093,75458,42597,25616,7496,41335,23548,14605,4318,28818,15503,8705,2010,12785,6461,3653,628,11111,8251,4348,721,9727,272,5247,4879,
所得税费用(万元),17856,11820,16572,3494,26542,12578,15336,3223,20219,7396,10639,3062,19712,11720,7249,1090,10858,6853,4875,3774,-490,7895,4668,1888,5793,5078,3230,892,3779,3214,1737,404,2855,1452,870,162,1074,471,258,5,707,869,711,156,1149,0,372,303,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
净利润(万元),259459,157614,108876,29639,237679,144391,97982,27602,181015,106553,71037,21442,138112,76014,46332,10349,114426,72571,50672,20157,113014,61495,38547,14205,69665,37519,22387,6605,37556,20334,12868,3914,25963,14051,7836,1848,11711,5990,3395,623,10404,7382,3637,565,8577,272,4875,4576,
归属于母公司所有者的净利润(万元),252943,156368,108192,29552,237873,144449,98300,28684,182520,106956,70974,21524,137230,76119,46381,10340,114268,72460,50633,20167,113092,61597,38625,14267,70016,37800,22581,6697,37798,20424,12891,3919,26029,14077,7845,1853,11719,5998,3402,631,10413,7443,3673,584,8575,278,4773,4191,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),6517,1246,685,87,-194,-59,-318,-1082,-1505,-403,63,-82,882,-104,-49,8,159,111,39,-10,-78,-101,-78,-63,-350,-281,-194,-92,-242,-90,-23,-5,-66,-26,-9,-5,-8,-8,-8,-8,-9,-62,-36,-18,3,-6,102,385,
基本每股收益,0.87,0.54,0.37,0.1,0.82,0.5,0.34,0.1,0.63,0.37,0.25,0.07,1.2,0.65,0.4,0.09,1.01,0.63,0.44,0.18,1,0.55,0.34,0.13,1.25,0.68,0.4,0.24,1.35,0.73,0.46,0.28,1.91,1.04,0.59,0.28,1.75,0.9,0.51,0.09,1.74,1.3,0.7,0.11,1.71,0.05,0.95,1.4,
稀释每股收益,0.87,0.54,0.37,0.1,0.82,0.5,0.34,0.1,0.63,0.37,0.25,0.07,1.18,0.65,0.4,0.09,1.01,0.63,0.44,0.18,1,0.55,0.34,0.13,1.25,0.68,0.4,0.24,1.35,0.73,0.46,0.28,1.91,1.04,0.59,0.28,1.75,0.9,0.51,0.09,1.74,1.3,0.7,0.11,1.71,0.05,0.95,1.4,
