报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),56612,36443,16576,64680,49545,27993,12689,54596,34554,23653,10552,46001,53314,47846,26262,33659,22978,17902,
营业收入(万元),56612,36443,16576,64680,49545,27993,12689,54596,34554,23653,10552,46001,53314,47846,26262,33659,22978,17902,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),52478,33622,15837,58409,44492,25686,12047,49620,32335,21924,9992,41535,46794,41075,21682,28414,19112,14587,
营业成本(万元),39318,25527,12020,42004,31511,17864,8118,36527,23522,16252,7360,30776,36191,31849,16965,21411,14199,10335,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),312,277,109,722,622,325,102,27,0,0,0,6,36,33,19,16,10,0,
销售费用(万元),9164,5497,2609,12177,9722,5791,2960,9315,6233,3982,1885,7600,7687,6217,3226,5265,4193,3741,
管理费用(万元),2827,1800,863,3390,2494,1618,707,2702,1930,1220,543,2311,2185,2643,1288,1489,587,467,
财务费用(万元),780,481,200,76,334,261,149,742,567,387,205,746,634,314,176,240,132,22,
资产减值损失(万元),77,40,35,41,-191,-172,11,306,83,83,--,96,61,19,9,-7,-9,22,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),132,132,64,82,33,--,--,--,--,--,--,--,--,45,45,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4581,2953,803,6353,5086,2307,642,4976,2219,1728,560,4466,6519,6816,4624,5244,3866,3315,
营业外收入(万元),29,70,68,660,201,182,33,68,16,1,1,439,1339,294,15,517,146,8,
营业外支出(万元),17,7,--,87,81,1,--,3,3,3,2,20,1,45,26,88,123,37,
非流动资产处置损失(万元),--,--,--,14,11,--,--,--,--,--,--,1,--,2,--,28,32,--,
利润总额(万元),4593,3015,871,6925,5206,2488,675,5041,2232,1727,559,4885,7856,7066,4613,5673,3888,3286,
所得税费用(万元),701,454,107,1117,826,403,114,821,381,291,99,807,2074,1784,1159,1443,984,841,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3892,2561,764,5809,4380,2085,561,4220,1851,1436,460,4077,5783,5281,3454,4230,2904,2445,
归属于母公司所有者的净利润(万元),3892,2561,764,5809,4380,2085,561,4220,1851,1436,460,4077,5783,5281,3454,4230,2904,2445,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.42,0.27,0.08,0.66,0.51,0.26,0.08,0.6,0.26,0.21,0.07,0.58,0.83,0.75,0.49,0.65,--,--,
稀释每股收益,0.42,0.27,0.08,0.66,0.51,0.26,0.08,0.6,0.26,0.21,0.07,0.58,0.83,0.75,0.49,0.65,--,--,
