报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),484132,313726,159672,423794,261212,156564,70837,361949,450648,506888,444982,
营业收入(万元),484132,313726,159672,423794,261212,156564,70837,361949,450648,506888,444982,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),418706,273353,136135,377601,241590,151158,71867,354419,435757,494067,439111,
营业成本(万元),390456,253983,126764,339824,218142,135644,64791,315473,397317,453806,401435,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3898,2711,1613,3339,1144,934,153,1180,1432,1756,1320,
销售费用(万元),12281,7739,4017,14178,9720,6263,3157,15025,12434,12645,13019,
管理费用(万元),9383,6702,2755,13858,9217,5742,2917,14942,13690,13456,11283,
财务费用(万元),1830,1358,986,2862,2268,1471,856,3544,8478,11867,10831,
资产减值损失(万元),859,860,--,3540,1099,1104,-6,4256,2407,538,1223,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1214,339,158,32,25,17,5,6,28,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),66641,40712,23695,46226,19647,5423,-1025,7536,14918,12821,5871,
营业外收入(万元),2783,1875,1054,4273,5460,2591,886,3175,2823,2667,4749,
营业外支出(万元),399,144,0,1156,949,827,3,494,267,1365,82,
非流动资产处置损失(万元),154,143,--,1136,931,813,--,435,220,1288,--,
利润总额(万元),69024,42443,24748,49343,24159,7187,-142,10216,17474,14123,10537,
所得税费用(万元),9173,6048,3708,7363,3291,1006,54,1122,2653,2799,1520,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),59851,36394,21040,41980,20868,6181,-196,9094,14821,11324,9017,
归属于母公司所有者的净利润(万元),59851,36394,21040,41980,20868,6181,-196,9094,14821,11324,9017,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.95,0.6,0.35,0.7,0.35,0.1,-0.03,0.15,0.25,0.19,0.15,
稀释每股收益,0.95,0.6,0.35,0.7,0.35,0.1,-0.03,0.15,0.25,0.19,0.15,
