报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),39449,209718,143256,88235,34297,166377,112600,68014,24924,125546,88813,54380,20313,109376,77852,45681,18577,101707,92346,90792,
营业收入(万元),39449,209718,143256,88235,34297,166377,112600,68014,24924,125546,88813,54380,20313,109376,77852,45681,18577,101707,92346,90792,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),36364,182082,122665,75564,31418,144635,95629,58757,23105,111490,78759,49596,19526,96538,68796,41576,17489,88256,80415,79774,
营业成本(万元),25140,128204,87491,54442,21373,98931,68000,41195,15293,78357,55776,34658,13144,69471,49814,29335,12339,61612,56980,56197,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),404,2302,1606,1036,396,1753,950,622,214,1008,734,464,167,847,612,323,101,1009,849,623,
销售费用(万元),6890,34416,22403,13097,6767,28865,18269,11584,4910,19596,13110,8166,3516,15682,10532,6608,2678,15265,14060,14668,
管理费用(万元),3983,16866,11025,6955,2898,14934,8253,5164,2702,11967,8563,5774,2520,9236,6724,4456,2078,8667,7763,7843,
财务费用(万元),-28,-87,-55,-19,-17,-115,-83,-47,-14,332,320,278,178,1038,842,583,293,1196,637,459,
资产减值损失(万元),-26,380,196,54,--,267,239,239,--,230,256,256,--,265,272,272,--,507,126,-17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-8,
投资收益(万元),371,2261,801,481,256,1257,1007,541,293,1034,521,279,75,530,467,385,300,648,274,6,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3524,30221,21623,13158,3135,22999,17979,9798,2112,15090,10575,5063,862,13368,9522,4491,1389,14099,12206,11017,
营业外收入(万元),21,126,124,231,87,744,373,289,130,889,484,126,64,480,182,136,100,772,236,371,
营业外支出(万元),123,438,468,408,121,476,481,328,12,307,92,77,16,201,213,148,61,82,111,254,
非流动资产处置损失(万元),--,--,47,38,2,5,2,0,0,87,55,54,--,115,104,90,--,13,4,55,
利润总额(万元),3422,29909,21279,12980,3101,23267,17871,9759,2230,15673,10967,5112,910,13647,9491,4479,1427,14790,12330,11133,
所得税费用(万元),627,5357,3875,2414,613,4767,4547,2497,660,3979,2621,1299,279,3601,2369,1160,406,3480,3269,3359,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2795,24552,17404,10567,2488,18501,13324,7262,1570,11694,8346,3813,631,10046,7123,3320,1021,11309,9061,7774,
归属于母公司所有者的净利润(万元),2802,24565,17410,10571,2492,18501,13324,7262,1570,11694,8346,3813,631,10046,7123,3320,1021,11362,8823,7932,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-7,-13,-6,-4,-4,--,--,--,--,--,--,--,--,--,--,--,--,-53,239,-157,
基本每股收益,0.06,0.51,0.36,0.22,0.05,0.38,0.28,0.15,0.03,0.26,0.18,0.19,0.03,0.55,0.39,0.18,0.06,0.63,0.49,0.44,
稀释每股收益,0.06,0.51,0.36,0.22,0.05,0.38,0.28,0.15,0.03,0.26,0.17,0.19,0.03,0.55,0.37,0.18,0.06,0.63,0.49,0.44,
