报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),3159,15114,30266,9951,4780,19872,16584,11526,6076,25056,21520,13724,5558,21322,13590,9004,4774,19118,15871,11108,5648,23688,17123,12523,24476,20837,16023,12600,9125,4831,
营业收入(万元),3159,15114,30266,9951,4780,19872,16584,11526,6076,25056,21520,13724,5558,21322,13590,9004,4774,19118,15871,11108,5648,23688,17123,12523,24476,20837,16023,12600,9125,4831,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业总成本(万元),3196,20809,29595,10265,5066,18694,15046,10052,4607,22576,18200,11790,4753,20323,13475,8783,4673,16763,12613,8247,4432,18810,13754,9712,18204,16124,11975,9507,7957,4486,
营业成本(万元),2475,12569,24475,7556,3671,12164,10208,6709,3533,15587,13186,8404,3432,14801,9724,6305,3507,11833,9367,6400,3248,14760,10884,7766,14725,13020,9854,7263,6780,3408,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业税金及附加(万元),74,290,157,76,45,307,91,74,72,164,87,64,26,122,69,35,14,122,91,69,64,164,142,113,238,177,136,87,63,37,
销售费用(万元),153,1688,1332,820,476,1843,1162,799,356,1751,1273,760,304,1498,1035,649,239,1442,873,471,346,964,600,435,940,937,623,934,419,407,
管理费用(万元),582,3813,3422,1652,922,3118,2574,1717,794,3873,2626,1684,864,3227,2432,1641,847,2984,2205,1317,756,1956,1470,888,1590,1538,1092,801,526,539,
财务费用(万元),-28,645,497,299,42,720,517,265,214,765,661,646,148,547,166,105,66,3,-49,-78,-6,413,461,312,562,403,251,229,161,93,
资产减值损失(万元),-60,1804,-289,-138,-89,541,495,488,-363,437,365,233,-21,127,48,48,--,379,126,68,24,553,197,197,150,49,19,192,7,3,
公允价值变动收益(万元),--,--,--,4,3,--,8,-22,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资收益(万元),--,-106,337,97,-146,-397,-327,-196,-20,542,426,392,-5,187,8,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
对联营企业和合营企业的投资收益(万元),--,-115,--,--,--,-439,-320,--,--,482,426,392,--,182,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业利润(万元),-7,-5761,1167,-72,-429,781,1219,1256,1449,3021,3747,2325,800,1186,123,221,101,2355,3258,2862,1216,4879,3369,2810,6271,4713,4049,3093,1168,345,
营业外收入(万元),0,19,2,0,92,434,159,64,4,420,329,166,107,233,104,31,31,225,81,25,15,956,719,667,430,696,162,230,238,147,
营业外支出(万元),10,32,48,31,9,99,34,25,21,38,38,4,3,32,3,2,2,109,49,2,2,10,1,1,1,2,2,21,7,6,
非流动资产处置损失(万元),--,--,--,--,--,9,9,--,--,1,--,--,--,29,--,--,0,20,--,--,--,4,--,--,0,--,0,21,4,0,
利润总额(万元),-17,-5775,1122,-103,-346,1116,1344,1295,1432,3403,4038,2486,904,1386,223,250,130,2471,3290,2884,1228,5825,4087,3477,6700,5407,4208,3302,1400,485,
所得税费用(万元),3,-216,374,49,68,279,242,214,266,205,485,231,243,208,37,36,6,200,479,424,209,919,556,492,909,756,634,221,2,10,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
净利润(万元),-20,-5559,748,-152,-414,836,1102,1081,1165,3198,3553,2255,662,1178,186,214,124,2271,2810,2460,1019,4907,3530,2985,5791,4651,3574,3081,1399,476,
归属于母公司所有者的净利润(万元),25,-4990,30,-152,-255,914,1198,1120,1120,3022,3217,2161,644,1131,176,205,117,2222,2733,2365,944,4861,3530,2985,5791,4651,3574,3081,1399,476,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
少数股东损益(万元),-46,-569,718,1,-159,-77,-96,-39,45,176,336,94,18,47,10,9,7,49,77,95,76,46,--,--,--,--,0,--,--,--,
