报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),4757,32432,23866,16449,7407,40088,31475,22015,10311,130123,102784,68353,31220,338032,230571,148656,52897,275003,203943,148298,51802,144404,105750,75303,34789,100714,58587,38847,16793,84920,55191,37098,17778,74476,51467,32921,13926,53164,39803,26091,48084,31045,15982,
营业收入(万元),4757,32432,23866,16449,7407,40088,31475,22015,10311,130123,102784,68353,31220,338032,230571,148656,52897,275003,203943,148298,51802,144404,105750,75303,34789,100714,58587,38847,16793,84920,55191,37098,17778,74476,51467,32921,13926,53164,39803,26091,48084,31045,15982,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
营业总成本(万元),7081,47800,30767,19786,8543,52996,40109,26744,12866,166667,127978,86239,35720,447179,230276,151565,56741,307057,201811,145652,51974,144961,106934,75128,34616,114622,66138,43082,17488,82375,53033,35443,17160,71130,48531,30881,13326,49243,36301,23529,44404,27050,14295,
营业成本(万元),5021,31456,22193,14743,6220,38610,30550,21183,10047,120499,96225,63816,28851,306189,204320,134590,49951,242507,180635,131563,46270,125610,93099,66205,30464,93076,53612,35077,14419,72036,46775,31206,15432,64048,43931,28143,12198,44359,33023,21373,38954,24168,12919,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,
