报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,
营业总收入(万元),82411,414424,320172,204644,97775,464523,332787,182857,102779,683016,507170,396998,139259,324098,210623,108832,54447,159871,121802,77227,45968,139835,98854,65755,32053,129789,92194,180748,68038,187284,76720,88339,59096,223423,106149,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息收入(万元),-22905,207499,-34760,99177,-8119,207717,9838,101720,4675,239965,27533,118771,-1308,82581,11635,28340,5706,31759,16194,13038,4280,27339,16790,14861,6972,23759,10446,21687,6708,18596,5707,22098,6782,20047,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),40622,220219,173774,116365,56499,280194,214545,138454,73912,382161,291064,194628,67988,167837,106021,63832,33412,97481,69803,43272,23249,80519,55108,35710,18716,117408,77751,145110,56241,160262,64958,89457,52280,164458,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),28768,86832,53881,36680,14716,41323,21237,6633,1546,3023,1683,156,373,1433,281,198,169,319,135,115,11,36,27,27,12,43,813,208,11,199,5,12,2,50,896,
营业总成本(万元),73829,306277,207863,144316,56314,270756,166800,100401,56487,310602,205759,148017,56652,181038,112948,65097,33370,108897,81321,51945,27771,105215,71961,47057,23599,99067,62718,104461,41916,88815,32711,58165,28775,81152,40369,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息支出(万元),--,264135,--,121355,--,188490,--,96035,--,211309,--,98506,--,68345,--,17700,--,10119,--,3496,--,5637,--,3183,--,8427,3823,5945,--,4103,--,7767,--,9053,3185,
