报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),156662,101795,181245,83012,41296,146568,129751,111888,
营业收入(万元),156662,101795,181245,83012,41296,146568,129751,111888,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),112103,71580,121793,54785,27588,102126,91737,75601,
营业成本(万元),94170,60157,104608,47538,23925,83723,75906,62517,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),1592,1164,2064,837,485,1570,1259,1147,
销售费用(万元),5702,3816,7436,3701,1780,5236,4512,3989,
管理费用(万元),10152,6559,11418,4992,2261,12227,9412,7565,
财务费用(万元),176,-327,-4397,-2482,-1018,-1041,511,111,
资产减值损失(万元),311,212,664,199,156,410,137,271,
公允价值变动收益(万元),-1558,-1197,706,45,-7,--,--,--,
投资收益(万元),287,315,265,88,45,1027,1088,105,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),43288,29333,60424,28361,13746,45470,39101,36393,
营业外收入(万元),3941,985,3772,2956,158,2525,2609,1719,
营业外支出(万元),62,34,49,16,7,346,242,112,
非流动资产处置损失(万元),56,28,36,10,--,339,216,--,
利润总额(万元),47167,30284,64147,31301,13896,47649,41468,37999,
所得税费用(万元),11428,7374,15491,7623,3431,11920,10392,9511,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),35739,22910,48656,23678,10466,35729,31076,28488,
归属于母公司所有者的净利润(万元),35056,22519,48297,23415,10358,34748,25539,23212,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),682,391,359,263,107,981,5537,5276,
基本每股收益,0.5,0.32,0.69,0.33,0.15,0.53,--,0.92,
稀释每股收益,0.5,0.32,0.69,0.33,0.15,0.53,--,0.92,
