报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),2933481,1891909,804018,4150851,2735451,1810435,765762,4100154,2692213,1800016,812935,4480075,2942380,1957055,833257,3743614,2976514,2478577,
营业收入(万元),2921567,1885310,800823,4140500,2729439,1806346,763238,4097002,2691057,1799848,812935,4480075,2935285,1952061,832003,3743614,2976514,2478577,
利息收入(万元),11725,6504,3106,10231,5895,4012,2524,3146,1150,167,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),189,94,90,121,116,76,--,6,6,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,7095,4993,1253,--,--,--,
营业总成本(万元),2855160,1843062,784166,4040299,2666355,1766160,749676,4002484,2640411,1763268,794792,4391229,2872889,1915319,817493,3677605,2914731,2430970,
营业成本(万元),2644630,1716987,733594,3701648,2479773,1633920,682969,3622989,2400851,1600201,728668,4042085,2650362,1764396,754457,3370494,2680124,2237074,
利息支出(万元),1029,630,150,755,601,331,228,296,59,30,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),4,2,1,23,3,2,1,1,1,0,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,5049,2509,986,--,--,--,
营业税金及附加(万元),7845,5248,2571,34698,27721,27555,21697,123970,82482,56114,26085,142005,91170,61823,25235,119337,94085,77637,
销售费用(万元),5156,3054,1396,7279,1983,1221,745,1483,630,249,67,898,565,488,234,1047,654,559,
管理费用(万元),146000,87106,41249,205871,112822,72428,34722,160527,102459,66112,30264,143798,91338,58041,28786,133127,117336,91613,
财务费用(万元),47937,31767,12861,53867,37275,26595,12177,56252,35352,20713,10616,40059,28724,19120,7863,26415,19873,14623,
资产减值损失(万元),2560,-1732,-7656,36157,6176,4108,-2862,36965,18578,19849,-908,22385,5681,8942,-67,27186,2658,9464,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,116,116,116,3258,3258,-1310,--,
投资收益(万元),2500,1892,43,9769,5205,626,526,7763,4863,2883,--,9626,3975,6683,171,9138,2496,1359,
对联营企业和合营企业的投资收益(万元),2104,1636,43,3166,2044,625,526,3199,512,866,--,423,135,110,210,857,2199,1318,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),81954,51761,19895,120322,74300,44901,16612,105433,56665,39631,18143,98589,73583,48535,19193,78404,62969,48966,
营业外收入(万元),5133,2939,2211,12037,10369,5497,1344,23824,9786,4887,1589,10398,6591,5500,1187,12351,14044,15838,
营业外支出(万元),2556,2276,1048,5359,1441,673,600,2402,669,498,132,1614,388,142,308,569,2654,1117,
非流动资产处置损失(万元),1862,1738,870,2479,991,364,338,902,407,283,33,870,138,63,2,255,1135,545,
利润总额(万元),84530,52424,21058,127001,83227,49724,17356,126855,65782,44020,19600,107372,79786,53893,20072,90185,74359,63688,
所得税费用(万元),23087,14901,6252,33924,24777,17048,5698,35596,17216,12297,4406,34035,20788,15638,4947,20195,23011,20113,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),61443,37523,14807,93077,58450,32676,11659,91259,48566,31723,15193,73337,58998,38255,15125,69990,51348,43575,
归属于母公司所有者的净利润(万元),51005,29425,10990,79852,50302,27194,9034,79753,39972,27925,12798,66629,55085,35963,12666,60034,47593,38598,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),10438,8097,3817,13225,8148,5482,2624,11505,8594,3798,2396,6709,3914,2292,2459,9957,3755,4977,
基本每股收益,0.19,0.11,0.04,0.33,0.22,0.12,0.04,0.38,--,0.13,--,0.32,--,--,--,0.29,0.23,0.21,
稀释每股收益,0.19,0.11,0.04,0.33,0.22,0.12,0.04,0.38,--,0.13,--,0.32,--,--,--,0.29,0.23,0.21,
